[['2, k, 0', [-0.2054355, -0.4365312, 1.0]], ['2, k, 1', [-0.1958667, -0.1958535, 1.0]], ['2, k, 2', [-0.1852338, 0.04166592, 1.0]], ['2, k, 3', [-0.1819345, 0.1698832, 1.0]], ['2, k, 4', [-0.3591161, -0.05958552, 1.0]], ['2, k, 5', [-0.4681786, -0.2495494, 1.0]], ['2, k, 6', [-0.4988019, -0.3858674, 1.0]], ['2, k, 7', [-0.4899689, -0.4398441, 1.0]], ['2, k, 8', [-0.02255144, -0.08395682, 1.0]], ['2, k, 9', [0.03797847, -0.2910567, 1.0]], ['2, k, 10', [0.1075227, -0.3200336, 1.0]], ['2, k, 11', [0.1300072, -0.3138345, 1.0]], ['2, k, 12', [-0.2759701, -0.4259744, 1.0]], ['2, k, 13', [-0.2726194, -0.5466735, 1.0]], ['2, k, 14', [-0.2096963, -0.9029777, 1.0]], ['2, k, 15', [-0.1958318, -0.956449, 1.0]], ['2, k, 16', [-0.1311322, -0.4362632, 1.0]], ['2, k, 17', [-0.05354104, -0.5243028, 1.0]], ['2, k, 18', [-0.009978815, -0.9158683, 1.0]], ['2, k, 19', [-0.0001965184, -0.9857201, 1.0]], ['2, k, 20', [-0.188232, -0.01715264, 1.0]], ['2, k, 21', [-0.4876199, -0.489937, 1.0]], ['2, k, 22', [-0.519983, -0.4534715, 1.0]], ['2, k, 23', [0.1214288, -0.3462622, 1.0]], ['2, k, 24', [0.1911113, -0.2890764, 1.0]]]
[['2, k, 0', [-0.2021339, -0.4433566, 1.0]], ['2, k, 1', [-0.1975227, -0.1965226, 1.0]], ['2, k, 2', [-0.1907531, 0.0459649, 1.0]], ['2, k, 3', [-0.1955365, 0.1854594, 1.0]], ['2, k, 4', [-0.3639947, -0.05979436, 1.0]], ['2, k, 5', [-0.4715084, -0.2595173, 1.0]], ['2, k, 6', [-0.506556, -0.4108629, 1.0]], ['2, k, 7', [-0.5021117, -0.4803567, 1.0]], ['2, k, 8', [-0.02495023, -0.06484273, 1.0]], ['2, k, 9', [-0.04287194, -0.3097016, 1.0]], ['2, k, 10', [0.02535583, -0.3024842, 1.0]], ['2, k, 11', [0.05730293, -0.3078131, 1.0]], ['2, k, 12', [-0.2715143, -0.436185, 1.0]], ['2, k, 13', [-0.2710812, -0.5506383, 1.0]], ['2, k, 14', [-0.208869, -0.9069041, 1.0]], ['2, k, 15', [-0.1985254, -0.9636414, 1.0]], ['2, k, 16', [-0.1277955, -0.439857, 1.0]], ['2, k, 17', [-0.04769416, -0.5281253, 1.0]], ['2, k, 18', [-0.01565753, -0.9123457, 1.0]], ['2, k, 19', [-0.01275165, -0.9868816, 1.0]], ['2, k, 20', [-0.1926526, -0.01410163, 1.0]], ['2, k, 21', [-0.4947748, -0.5368891, 1.0]], ['2, k, 22', [-0.4712791, -0.4762741, 1.0]], ['2, k, 23', [0.1150744, -0.3050321, 1.0]], ['2, k, 24', [0.03444623, -0.3131344, 1.0]]]
[['2, k, 0', [-0.2026865, -0.4434592, 1.0]], ['2, k, 1', [-0.1976189, -0.1965783, 1.0]], ['2, k, 2', [-0.1903589, 0.04589793, 1.0]], ['2, k, 3', [-0.1945004, 0.1857109, 1.0]], ['2, k, 4', [-0.363745, -0.05944455, 1.0]], ['2, k, 5', [-0.4713886, -0.2595632, 1.0]], ['2, k, 6', [-0.5062839, -0.4111136, 1.0]], ['2, k, 7', [-0.5024475, -0.4801277, 1.0]], ['2, k, 8', [-0.02462551, -0.06508546, 1.0]], ['2, k, 9', [-0.03634366, -0.2647896, 1.0]], ['2, k, 10', [0.02621478, -0.2611699, 1.0]], ['2, k, 11', [0.0514128, -0.2550022, 1.0]], ['2, k, 12', [-0.2720701, -0.4362658, 1.0]], ['2, k, 13', [-0.2711059, -0.5507209, 1.0]], ['2, k, 14', [-0.2085928, -0.9088317, 1.0]], ['2, k, 15', [-0.1985431, -0.9650754, 1.0]], ['2, k, 16', [-0.1283539, -0.4399644, 1.0]], ['2, k, 17', [-0.04770929, -0.528125, 1.0]], ['2, k, 18', [-0.01585931, -0.9116772, 1.0]], ['2, k, 19', [-0.01282358, -0.9875679, 1.0]], ['2, k, 20', [-0.1924067, -0.01416188, 1.0]], ['2, k, 21', [-0.4959105, -0.5363522, 1.0]], ['2, k, 22', [-0.4529209, -0.4446554, 1.0]], ['2, k, 23', [0.09601942, -0.2493122, 1.0]], ['2, k, 24', [0.01697179, -0.2520307, 1.0]]]
[['2, k, 0', [-0.2030115, -0.4434937, 1.0]], ['2, k, 1', [-0.1977631, -0.1964804, 1.0]], ['2, k, 2', [-0.1904249, 0.04616506, 1.0]], ['2, k, 3', [-0.1938686, 0.1860215, 1.0]], ['2, k, 4', [-0.3635417, -0.05944483, 1.0]], ['2, k, 5', [-0.4710852, -0.2595672, 1.0]], ['2, k, 6', [-0.5061819, -0.4111584, 1.0]], ['2, k, 7', [-0.5031145, -0.4799666, 1.0]], ['2, k, 8', [-0.02482897, -0.06478206, 1.0]], ['2, k, 9', [-0.05264442, -0.2935454, 1.0]], ['2, k, 10', [0.02089546, -0.2561268, 1.0]], ['2, k, 11', [0.04236777, -0.2064664, 1.0]], ['2, k, 12', [-0.2723939, -0.4363312, 1.0]], ['2, k, 13', [-0.2711326, -0.5508339, 1.0]], ['2, k, 14', [-0.2084914, -0.9098443, 1.0]], ['2, k, 15', [-0.1984451, -0.9659173, 1.0]], ['2, k, 16', [-0.1286964, -0.439954, 1.0]], ['2, k, 17', [-0.04764492, -0.5283999, 1.0]], ['2, k, 18', [-0.01588839, -0.9116659, 1.0]], ['2, k, 19', [-0.0122328, -0.9876603, 1.0]], ['2, k, 20', [-0.1924884, -0.01393197, 1.0]], ['2, k, 21', [-0.4932659, -0.5381281, 1.0]], ['2, k, 22', [-0.4713641, -0.4602119, 1.0]], ['2, k, 23', [0.04798632, -0.1723627, 1.0]], ['2, k, 24', [-0.0008614967, -0.206011, 1.0]]]
[['2, k, 0', [-0.2030678, -0.4434559, 1.0]], ['2, k, 1', [-0.1976938, -0.1963742, 1.0]], ['2, k, 2', [-0.1901947, 0.0462937, 1.0]], ['2, k, 3', [-0.1932281, 0.186367, 1.0]], ['2, k, 4', [-0.3633775, -0.05940731, 1.0]], ['2, k, 5', [-0.4708952, -0.2599129, 1.0]], ['2, k, 6', [-0.5060798, -0.4113455, 1.0]], ['2, k, 7', [-0.5026806, -0.4791278, 1.0]], ['2, k, 8', [-0.02627663, -0.06262939, 1.0]], ['2, k, 9', [-0.01635324, -0.2661034, 1.0]], ['2, k, 10', [0.02659924, -0.1955605, 1.0]], ['2, k, 11', [0.03356612, -0.1548889, 1.0]], ['2, k, 12', [-0.272477, -0.4363873, 1.0]], ['2, k, 13', [-0.2713419, -0.5504905, 1.0]], ['2, k, 14', [-0.2083545, -0.9097041, 1.0]], ['2, k, 15', [-0.1984358, -0.9660218, 1.0]], ['2, k, 16', [-0.1288452, -0.4396908, 1.0]], ['2, k, 17', [-0.04772395, -0.5284865, 1.0]], ['2, k, 18', [-0.01605089, -0.9115596, 1.0]], ['2, k, 19', [-0.01222925, -0.9877922, 1.0]], ['2, k, 20', [-0.1922882, -0.01379887, 1.0]], ['2, k, 21', [-0.4957012, -0.5371066, 1.0]], ['2, k, 22', [-0.4712468, -0.4615986, 1.0]], ['2, k, 23', [0.0445407, -0.1134751, 1.0]], ['2, k, 24', [-0.007617539, -0.1544993, 1.0]]]
[['2, k, 0', [-0.2030799, -0.4434246, 1.0]], ['2, k, 1', [-0.1975738, -0.1962305, 1.0]], ['2, k, 2', [-0.1899691, 0.04655108, 1.0]], ['2, k, 3', [-0.1924635, 0.1866805, 1.0]], ['2, k, 4', [-0.3632883, -0.05914123, 1.0]], ['2, k, 5', [-0.4712465, -0.2600203, 1.0]], ['2, k, 6', [-0.5060349, -0.411738, 1.0]], ['2, k, 7', [-0.5022322, -0.4794848, 1.0]], ['2, k, 8', [-0.03454753, -0.05545236, 1.0]], ['2, k, 9', [-0.02022448, -0.2715148, 1.0]], ['2, k, 10', [0.02387255, -0.1414487, 1.0]], ['2, k, 11', [0.02830681, -0.1043727, 1.0]], ['2, k, 12', [-0.272504, -0.4364196, 1.0]], ['2, k, 13', [-0.2714298, -0.5505192, 1.0]], ['2, k, 14', [-0.2091255, -0.9085669, 1.0]], ['2, k, 15', [-0.1991016, -0.9660817, 1.0]], ['2, k, 16', [-0.1288415, -0.4395247, 1.0]], ['2, k, 17', [-0.04769913, -0.5287137, 1.0]], ['2, k, 18', [-0.01605074, -0.9113962, 1.0]], ['2, k, 19', [-0.01233717, -0.9873559, 1.0]], ['2, k, 20', [-0.1920741, -0.01356304, 1.0]], ['2, k, 21', [-0.4960706, -0.5374755, 1.0]], ['2, k, 22', [-0.4675366, -0.4561488, 1.0]], ['2, k, 23', [0.05262558, -0.06413212, 1.0]], ['2, k, 24', [-0.01767261, -0.1072393, 1.0]]]
[['2, k, 0', [-0.2031838, -0.4434602, 1.0]], ['2, k, 1', [-0.1973771, -0.1961439, 1.0]], ['2, k, 2', [-0.1891396, 0.04694256, 1.0]], ['2, k, 3', [-0.1919679, 0.1868775, 1.0]], ['2, k, 4', [-0.3628367, -0.05882248, 1.0]], ['2, k, 5', [-0.4712517, -0.2600468, 1.0]], ['2, k, 6', [-0.5058673, -0.4117453, 1.0]], ['2, k, 7', [-0.502413, -0.4796839, 1.0]], ['2, k, 8', [-0.04999154, -0.05223034, 1.0]], ['2, k, 9', [-0.02056023, -0.2711217, 1.0]], ['2, k, 10', [0.01179404, -0.1180421, 1.0]], ['2, k, 11', [0.01985325, -0.06208791, 1.0]], ['2, k, 12', [-0.2728032, -0.4367962, 1.0]], ['2, k, 13', [-0.2716465, -0.5500906, 1.0]], ['2, k, 14', [-0.2092899, -0.9080516, 1.0]], ['2, k, 15', [-0.1975764, -0.9640868, 1.0]], ['2, k, 16', [-0.1289342, -0.4394144, 1.0]], ['2, k, 17', [-0.04767033, -0.528745, 1.0]], ['2, k, 18', [-0.01603627, -0.9113945, 1.0]], ['2, k, 19', [-0.01283151, -0.9869775, 1.0]], ['2, k, 20', [-0.1914174, -0.0132585, 1.0]], ['2, k, 21', [-0.4955364, -0.5348237, 1.0]], ['2, k, 22', [-0.4721909, -0.4793139, 1.0]], ['2, k, 23', [0.01926227, -0.004755227, 1.0]], ['2, k, 24', [-0.02883682, -0.06683857, 1.0]]]
[['2, k, 0', [-0.2033193, -0.4436605, 1.0]], ['2, k, 1', [-0.1973787, -0.1962081, 1.0]], ['2, k, 2', [-0.1891246, 0.04712652, 1.0]], ['2, k, 3', [-0.1918303, 0.1869415, 1.0]], ['2, k, 4', [-0.3628207, -0.05869634, 1.0]], ['2, k, 5', [-0.4713196, -0.2600208, 1.0]], ['2, k, 6', [-0.5060235, -0.411908, 1.0]], ['2, k, 7', [-0.5021697, -0.4806097, 1.0]], ['2, k, 8', [-0.06323899, -0.04964936, 1.0]], ['2, k, 9', [-0.02059411, -0.2598828, 1.0]], ['2, k, 10', [0.009595332, -0.08660074, 1.0]], ['2, k, 11', [0.008709068, -0.02409634, 1.0]], ['2, k, 12', [-0.2731803, -0.4376897, 1.0]], ['2, k, 13', [-0.2717465, -0.5502886, 1.0]], ['2, k, 14', [-0.2092932, -0.9081139, 1.0]], ['2, k, 15', [-0.1981376, -0.9645426, 1.0]], ['2, k, 16', [-0.128955, -0.439397, 1.0]], ['2, k, 17', [-0.0477062, -0.5289299, 1.0]], ['2, k, 18', [-0.01623064, -0.9111745, 1.0]], ['2, k, 19', [-0.01278696, -0.9869431, 1.0]], ['2, k, 20', [-0.1913939, -0.01315272, 1.0]], ['2, k, 21', [-0.4937315, -0.5373362, 1.0]], ['2, k, 22', [-0.4544991, -0.4403036, 1.0]], ['2, k, 23', [0.005832982, 0.02955674, 1.0]], ['2, k, 24', [-0.04014112, -0.02915455, 1.0]]]
[['2, k, 0', [-0.2028001, -0.4437799, 1.0]], ['2, k, 1', [-0.1969888, -0.1959872, 1.0]], ['2, k, 2', [-0.1890093, 0.04778062, 1.0]], ['2, k, 3', [-0.1916947, 0.1871922, 1.0]], ['2, k, 4', [-0.3625391, -0.05838294, 1.0]], ['2, k, 5', [-0.4701577, -0.2586687, 1.0]], ['2, k, 6', [-0.5061173, -0.4120367, 1.0]], ['2, k, 7', [-0.503054, -0.4797735, 1.0]], ['2, k, 8', [-0.06608471, -0.04809798, 1.0]], ['2, k, 9', [-0.02068689, -0.2486276, 1.0]], ['2, k, 10', [-0.005171836, -0.04642213, 1.0]], ['2, k, 11', [-0.002131622, 0.004937414, 1.0]], ['2, k, 12', [-0.2724212, -0.4384313, 1.0]], ['2, k, 13', [-0.2718356, -0.5502792, 1.0]], ['2, k, 14', [-0.2093223, -0.9084738, 1.0]], ['2, k, 15', [-0.1985087, -0.9652972, 1.0]], ['2, k, 16', [-0.1282816, -0.4390245, 1.0]], ['2, k, 17', [-0.04765037, -0.5290326, 1.0]], ['2, k, 18', [-0.01626761, -0.9111276, 1.0]], ['2, k, 19', [-0.01271445, -0.9868445, 1.0]], ['2, k, 20', [-0.1911843, -0.01262033, 1.0]], ['2, k, 21', [-0.4968722, -0.5384748, 1.0]], ['2, k, 22', [-0.4704184, -0.45239, 1.0]], ['2, k, 23', [-0.009469644, 0.07116539, 1.0]], ['2, k, 24', [-0.04848385, 0.004034671, 1.0]]]
[['2, k, 0', [-0.1989816, -0.4455369, 1.0]], ['2, k, 1', [-0.1954912, -0.1960669, 1.0]], ['2, k, 2', [-0.1882983, 0.04859115, 1.0]], ['2, k, 3', [-0.191483, 0.1872389, 1.0]], ['2, k, 4', [-0.3619583, -0.0579949, 1.0]], ['2, k, 5', [-0.46953, -0.2583063, 1.0]], ['2, k, 6', [-0.50589, -0.4126298, 1.0]], ['2, k, 7', [-0.5023407, -0.482999, 1.0]], ['2, k, 8', [0.02091053, -0.1113777, 1.0]], ['2, k, 9', [-0.02596144, -0.2509559, 1.0]], ['2, k, 10', [-0.006065825, -0.04397315, 1.0]], ['2, k, 11', [-0.01066783, 0.02692464, 1.0]], ['2, k, 12', [-0.2681124, -0.4393124, 1.0]], ['2, k, 13', [-0.2720416, -0.5501034, 1.0]], ['2, k, 14', [-0.2093399, -0.9080512, 1.0]], ['2, k, 15', [-0.1987742, -0.9653146, 1.0]], ['2, k, 16', [-0.1250048, -0.4413188, 1.0]], ['2, k, 17', [-0.04764192, -0.528988, 1.0]], ['2, k, 18', [-0.01621095, -0.9111354, 1.0]], ['2, k, 19', [-0.01199391, -0.987191, 1.0]], ['2, k, 20', [-0.1903119, -0.01208375, 1.0]], ['2, k, 21', [-0.4910135, -0.5413904, 1.0]], ['2, k, 22', [-0.4718551, -0.4769022, 1.0]], ['2, k, 23', [-0.01399432, 0.08760962, 1.0]], ['2, k, 24', [-0.06411638, 0.03112487, 1.0]]]
[['2, k, 0', [-0.1977018, -0.4462419, 1.0]], ['2, k, 1', [-0.1946683, -0.1962067, 1.0]], ['2, k, 2', [-0.1878565, 0.04876442, 1.0]], ['2, k, 3', [-0.1915481, 0.1873088, 1.0]], ['2, k, 4', [-0.3614134, -0.0579538, 1.0]], ['2, k, 5', [-0.4691774, -0.2580074, 1.0]], ['2, k, 6', [-0.5058985, -0.4126987, 1.0]], ['2, k, 7', [-0.5029538, -0.4823498, 1.0]], ['2, k, 8', [0.02103968, -0.1096711, 1.0]], ['2, k, 9', [-0.03413937, -0.2343063, 1.0]], ['2, k, 10', [-0.02191441, 0.01235365, 1.0]], ['2, k, 11', [-0.01814928, 0.03606283, 1.0]], ['2, k, 12', [-0.2667576, -0.4396973, 1.0]], ['2, k, 13', [-0.27221, -0.549982, 1.0]], ['2, k, 14', [-0.2095607, -0.9079008, 1.0]], ['2, k, 15', [-0.198656, -0.9649274, 1.0]], ['2, k, 16', [-0.123814, -0.4421917, 1.0]], ['2, k, 17', [-0.04764813, -0.529075, 1.0]], ['2, k, 18', [-0.01617042, -0.911206, 1.0]], ['2, k, 19', [-0.01198441, -0.9873291, 1.0]], ['2, k, 20', [-0.1898006, -0.01197882, 1.0]], ['2, k, 21', [-0.4983876, -0.5432086, 1.0]], ['2, k, 22', [-0.4717801, -0.4715306, 1.0]], ['2, k, 23', [-0.02528562, 0.1021469, 1.0]], ['2, k, 24', [-0.071787, 0.0459385, 1.0]]]
[['2, k, 0', [-0.1981875, -0.446569, 1.0]], ['2, k, 1', [-0.1944209, -0.1960779, 1.0]], ['2, k, 2', [-0.1868795, 0.04980403, 1.0]], ['2, k, 3', [-0.1916249, 0.1873409, 1.0]], ['2, k, 4', [-0.3604777, -0.05784194, 1.0]], ['2, k, 5', [-0.4692822, -0.2577938, 1.0]], ['2, k, 6', [-0.5059276, -0.4127653, 1.0]], ['2, k, 7', [-0.5030057, -0.4824697, 1.0]], ['2, k, 8', [-0.001815243, -0.08848289, 1.0]], ['2, k, 9', [-0.02872051, -0.2289349, 1.0]], ['2, k, 10', [-0.04685876, 0.01916644, 1.0]], ['2, k, 11', [-0.02653407, 0.04323515, 1.0]], ['2, k, 12', [-0.267258, -0.4398986, 1.0]], ['2, k, 13', [-0.2722913, -0.5499449, 1.0]], ['2, k, 14', [-0.2096109, -0.9076798, 1.0]], ['2, k, 15', [-0.1981375, -0.9633512, 1.0]], ['2, k, 16', [-0.1243182, -0.4426819, 1.0]], ['2, k, 17', [-0.04758183, -0.5291826, 1.0]], ['2, k, 18', [-0.016318, -0.9109659, 1.0]], ['2, k, 19', [-0.02886032, -0.9436994, 1.0]], ['2, k, 20', [-0.1890098, -0.01118701, 1.0]], ['2, k, 21', [-0.4957997, -0.5417938, 1.0]], ['2, k, 22', [-0.4750634, -0.4646548, 1.0]], ['2, k, 23', [-0.02794622, 0.1182328, 1.0]], ['2, k, 24', [-0.07908166, 0.06512914, 1.0]]]
[['2, k, 0', [-0.1973254, -0.4467314, 1.0]], ['2, k, 1', [-0.1932297, -0.1959479, 1.0]], ['2, k, 2', [-0.1858005, 0.0502482, 1.0]], ['2, k, 3', [-0.1918057, 0.1872953, 1.0]], ['2, k, 4', [-0.359668, -0.0575364, 1.0]], ['2, k, 5', [-0.4686764, -0.2571593, 1.0]], ['2, k, 6', [-0.505814, -0.4130043, 1.0]], ['2, k, 7', [-0.5021285, -0.4840272, 1.0]], ['2, k, 8', [-0.002478852, -0.08695722, 1.0]], ['2, k, 9', [-0.03067399, -0.2298805, 1.0]], ['2, k, 10', [-0.02967365, -0.026022, 1.0]], ['2, k, 11', [-0.03773195, 0.1004681, 1.0]], ['2, k, 12', [-0.2664995, -0.4402311, 1.0]], ['2, k, 13', [-0.272444, -0.5500116, 1.0]], ['2, k, 14', [-0.2096482, -0.9076306, 1.0]], ['2, k, 15', [-0.1985897, -0.9635302, 1.0]], ['2, k, 16', [-0.1232969, -0.4426554, 1.0]], ['2, k, 17', [-0.04751982, -0.5292025, 1.0]], ['2, k, 18', [-0.01599857, -0.9114323, 1.0]], ['2, k, 19', [-0.01218262, -0.9868015, 1.0]], ['2, k, 20', [-0.187879, -0.01080342, 1.0]], ['2, k, 21', [-0.4994515, -0.542398, 1.0]], ['2, k, 22', [-0.4567728, -0.446467, 1.0]], ['2, k, 23', [-0.02557302, 0.13223, 1.0]], ['2, k, 24', [-0.06757454, 0.09442847, 1.0]]]
[['2, k, 0', [-0.1950553, -0.4465204, 1.0]], ['2, k, 1', [-0.191637, -0.1955184, 1.0]], ['2, k, 2', [-0.1851203, 0.05076569, 1.0]], ['2, k, 3', [-0.1920052, 0.1872368, 1.0]], ['2, k, 4', [-0.3587787, -0.05718037, 1.0]], ['2, k, 5', [-0.4685339, -0.2546701, 1.0]], ['2, k, 6', [-0.5058315, -0.4131937, 1.0]], ['2, k, 7', [-0.500053, -0.4846564, 1.0]], ['2, k, 8', [-0.002393933, -0.076258, 1.0]], ['2, k, 9', [-0.03100589, -0.2281581, 1.0]], ['2, k, 10', [-0.05003963, 0.02269013, 1.0]], ['2, k, 11', [-0.04513127, 0.08683026, 1.0]], ['2, k, 12', [-0.2639791, -0.4405927, 1.0]], ['2, k, 13', [-0.2725095, -0.5499954, 1.0]], ['2, k, 14', [-0.209805, -0.9076099, 1.0]], ['2, k, 15', [-0.1987871, -0.964028, 1.0]], ['2, k, 16', [-0.1210998, -0.4418661, 1.0]], ['2, k, 17', [-0.04752783, -0.5292256, 1.0]], ['2, k, 18', [-0.01594857, -0.9111274, 1.0]], ['2, k, 19', [-0.01359843, -0.9851931, 1.0]], ['2, k, 20', [-0.1870018, -0.01029004, 1.0]], ['2, k, 21', [-0.4928992, -0.5460965, 1.0]], ['2, k, 22', [-0.4459432, -0.4208046, 1.0]], ['2, k, 23', [-0.05068894, 0.1319135, 1.0]], ['2, k, 24', [-0.08522739, 0.0705353, 1.0]]]
[['2, k, 0', [-0.1940378, -0.4463398, 1.0]], ['2, k, 1', [-0.1910118, -0.1953674, 1.0]], ['2, k, 2', [-0.1849792, 0.05091074, 1.0]], ['2, k, 3', [-0.1923865, 0.1870345, 1.0]], ['2, k, 4', [-0.3582956, -0.05671788, 1.0]], ['2, k, 5', [-0.4685132, -0.2547067, 1.0]], ['2, k, 6', [-0.5058269, -0.4131957, 1.0]], ['2, k, 7', [-0.4980365, -0.4820882, 1.0]], ['2, k, 8', [-0.0169554, -0.06299265, 1.0]], ['2, k, 9', [-0.02722499, -0.231058, 1.0]], ['2, k, 10', [-0.05442637, 0.01906504, 1.0]], ['2, k, 11', [-0.04598395, 0.07343149, 1.0]], ['2, k, 12', [-0.262935, -0.4408399, 1.0]], ['2, k, 13', [-0.2725781, -0.5500982, 1.0]], ['2, k, 14', [-0.2100909, -0.9071781, 1.0]], ['2, k, 15', [-0.1983241, -0.9623055, 1.0]], ['2, k, 16', [-0.1200124, -0.4411531, 1.0]], ['2, k, 17', [-0.04753974, -0.5291961, 1.0]], ['2, k, 18', [-0.01604563, -0.9108781, 1.0]], ['2, k, 19', [-0.0137979, -0.9855607, 1.0]], ['2, k, 20', [-0.186744, -0.01013972, 1.0]], ['2, k, 21', [-0.4939769, -0.5454478, 1.0]], ['2, k, 22', [-0.4459586, -0.4195254, 1.0]], ['2, k, 23', [-0.04735598, 0.1303401, 1.0]], ['2, k, 24', [-0.09610644, 0.07443721, 1.0]]]
[['2, k, 0', [-0.1925338, -0.4451748, 1.0]], ['2, k, 1', [-0.1900449, -0.1944842, 1.0]], ['2, k, 2', [-0.1846538, 0.05164709, 1.0]], ['2, k, 3', [-0.1928479, 0.1868979, 1.0]], ['2, k, 4', [-0.3576022, -0.05660775, 1.0]], ['2, k, 5', [-0.4684286, -0.2549554, 1.0]], ['2, k, 6', [-0.5057833, -0.4132162, 1.0]], ['2, k, 7', [-0.4992879, -0.4843327, 1.0]], ['2, k, 8', [-0.01886562, -0.03859217, 1.0]], ['2, k, 9', [-0.02604933, -0.213785, 1.0]], ['2, k, 10', [-0.07690854, 0.03174599, 1.0]], ['2, k, 11', [-0.06261618, 0.09865765, 1.0]], ['2, k, 12', [-0.2614322, -0.4406412, 1.0]], ['2, k, 13', [-0.2726496, -0.5500978, 1.0]], ['2, k, 14', [-0.2101447, -0.9071836, 1.0]], ['2, k, 15', [-0.197981, -0.9618282, 1.0]], ['2, k, 16', [-0.1182964, -0.4384538, 1.0]], ['2, k, 17', [-0.04755901, -0.5292153, 1.0]], ['2, k, 18', [-0.01609093, -0.9110586, 1.0]], ['2, k, 19', [-0.01465104, -0.9855432, 1.0]], ['2, k, 20', [-0.1862637, -0.00937168, 1.0]], ['2, k, 21', [-0.4920757, -0.5447227, 1.0]], ['2, k, 22', [-0.4457521, -0.4203115, 1.0]], ['2, k, 23', [-0.09762891, 0.1964399, 1.0]], ['2, k, 24', [-0.1456093, 0.1276845, 1.0]]]
[['2, k, 0', [-0.1940131, -0.4444588, 1.0]], ['2, k, 1', [-0.1901644, -0.1942038, 1.0]], ['2, k, 2', [-0.184298, 0.05182855, 1.0]], ['2, k, 3', [-0.1927176, 0.1870329, 1.0]], ['2, k, 4', [-0.3574855, -0.05638329, 1.0]], ['2, k, 5', [-0.4681965, -0.2548661, 1.0]], ['2, k, 6', [-0.5057799, -0.4132087, 1.0]], ['2, k, 7', [-0.4985793, -0.4836631, 1.0]], ['2, k, 8', [-0.02255015, -0.03880524, 1.0]], ['2, k, 9', [-0.02528395, -0.2157186, 1.0]], ['2, k, 10', [-0.06867807, 0.03129607, 1.0]], ['2, k, 11', [-0.06144518, 0.0873524, 1.0]], ['2, k, 12', [-0.2627147, -0.4401991, 1.0]], ['2, k, 13', [-0.2726768, -0.5500841, 1.0]], ['2, k, 14', [-0.2103863, -0.9071253, 1.0]], ['2, k, 15', [-0.1979396, -0.9615965, 1.0]], ['2, k, 16', [-0.120258, -0.4374066, 1.0]], ['2, k, 17', [-0.04756335, -0.5291643, 1.0]], ['2, k, 18', [-0.01503021, -0.9084104, 1.0]], ['2, k, 19', [-0.01548919, -0.9846623, 1.0]], ['2, k, 20', [-0.1860297, -0.009161892, 1.0]], ['2, k, 21', [-0.4911189, -0.5437551, 1.0]], ['2, k, 22', [-0.4450487, -0.4151358, 1.0]], ['2, k, 23', [-0.08312296, 0.1833071, 1.0]], ['2, k, 24', [-0.1052631, 0.07081357, 1.0]]]
[['2, k, 0', [-0.1932602, -0.4444071, 1.0]], ['2, k, 1', [-0.1896586, -0.1940941, 1.0]], ['2, k, 2', [-0.1840182, 0.05195066, 1.0]], ['2, k, 3', [-0.1923617, 0.1869171, 1.0]], ['2, k, 4', [-0.3570662, -0.05629537, 1.0]], ['2, k, 5', [-0.4680924, -0.2547549, 1.0]], ['2, k, 6', [-0.5057371, -0.4132391, 1.0]], ['2, k, 7', [-0.4984821, -0.483645, 1.0]], ['2, k, 8', [-0.02406263, -0.03976774, 1.0]], ['2, k, 9', [-0.02536659, -0.2169234, 1.0]], ['2, k, 10', [-0.0621913, 0.0307996, 1.0]], ['2, k, 11', [-0.0606401, 0.08175595, 1.0]], ['2, k, 12', [-0.262024, -0.4404805, 1.0]], ['2, k, 13', [-0.2727543, -0.5501515, 1.0]], ['2, k, 14', [-0.2105563, -0.9067828, 1.0]], ['2, k, 15', [-0.1983382, -0.9622185, 1.0]], ['2, k, 16', [-0.119426, -0.4370849, 1.0]], ['2, k, 17', [-0.04755966, -0.5291635, 1.0]], ['2, k, 18', [-0.01503744, -0.9084018, 1.0]], ['2, k, 19', [-0.01585285, -0.9842315, 1.0]], ['2, k, 20', [-0.1856883, -0.009035796, 1.0]], ['2, k, 21', [-0.4911841, -0.5457366, 1.0]], ['2, k, 22', [-0.4458918, -0.4203623, 1.0]], ['2, k, 23', [-0.0867604, 0.1761007, 1.0]], ['2, k, 24', [-0.1031437, 0.06794418, 1.0]]]
