[['2, k, 0', [-0.298033, -0.243676, 1.0]], ['2, k, 1', [-0.310291, 0.0654331, 1.0]], ['2, k, 2', [-0.320367, 0.36642, 1.0]], ['2, k, 3', [-0.34661, 0.519147, 1.0]], ['2, k, 4', [-0.507839, 0.252297, 1.0]], ['2, k, 5', [-0.566248, -0.0351428, 1.0]], ['2, k, 6', [-0.593741, -0.286672, 1.0]], ['2, k, 7', [-0.578998, -0.311288, 1.0]], ['2, k, 8', [-0.135811, 0.278113, 1.0]], ['2, k, 9', [-0.0451508, -0.0128051, 1.0]], ['2, k, 10', [0.00257692, -0.262472, 1.0]], ['2, k, 11', [0.00233132, -0.265059, 1.0]], ['2, k, 12', [-0.378584, -0.246008, 1.0]], ['2, k, 13', [-0.406785, -0.645091, 1.0]], ['2, k, 14', [-0.415787, -0.984343, 1.0]], ['2, k, 15', [-0.411377, -1.02637, 1.0]], ['2, k, 16', [-0.208904, -0.234348, 1.0]], ['2, k, 17', [-0.174616, -0.639307, 1.0]], ['2, k, 18', [-0.14649, -1.00133, 1.0]], ['2, k, 19', [-0.118286, -1.06934, 1.0]], ['2, k, 20', [-0.318219, 0.292366, 1.0]], ['2, k, 21', [-0.574601, -0.368743, 1.0]], ['2, k, 22', [-0.515651, -0.341278, 1.0]], ['2, k, 23', [0.0232182, -0.325943, 1.0]], ['2, k, 24', [-0.047886, -0.301906, 1.0]]]
[['2, k, 0', [-0.327669, -0.208604, 1.0]], ['2, k, 1', [-0.319478, 0.0934318, 1.0]], ['2, k, 2', [-0.309589, 0.387613, 1.0]], ['2, k, 3', [-0.310803, 0.529833, 1.0]], ['2, k, 4', [-0.464714, 0.326973, 1.0]], ['2, k, 5', [-0.536467, 0.485651, 1.0]], ['2, k, 6', [-0.481999, 0.611965, 1.0]], ['2, k, 7', [-0.475591, 0.626575, 1.0]], ['2, k, 8', [-0.146776, 0.309619, 1.0]], ['2, k, 9', [0.00162185, 0.448543, 1.0]], ['2, k, 10', [0.0904414, 0.61095, 1.0]], ['2, k, 11', [0.106622, 0.627323, 1.0]], ['2, k, 12', [-0.409, -0.203544, 1.0]], ['2, k, 13', [-0.432669, -0.626997, 1.0]], ['2, k, 14', [-0.41542, -1.00854, 1.0]], ['2, k, 15', [-0.407893, -1.05961, 1.0]], ['2, k, 16', [-0.236939, -0.207496, 1.0]], ['2, k, 17', [-0.189906, -0.619103, 1.0]], ['2, k, 18', [-0.147496, -1.01385, 1.0]], ['2, k, 19', [-0.131003, -1.06476, 1.0]], ['2, k, 20', [-0.312531, 0.315234, 1.0]], ['2, k, 21', [-0.447279, 0.658018, 1.0]], ['2, k, 22', [-0.42224, 0.616678, 1.0]], ['2, k, 23', [0.133699, 0.663642, 1.0]], ['2, k, 24', [0.0155539, 0.634124, 1.0]]]
[['2, k, 0', [-0.327791, -0.20855, 1.0]], ['2, k, 1', [-0.319407, 0.0935152, 1.0]], ['2, k, 2', [-0.309034, 0.387885, 1.0]], ['2, k, 3', [-0.309716, 0.529603, 1.0]], ['2, k, 4', [-0.464771, 0.327239, 1.0]], ['2, k, 5', [-0.536604, 0.488516, 1.0]], ['2, k, 6', [-0.480012, 0.614262, 1.0]], ['2, k, 7', [-0.471607, 0.628801, 1.0]], ['2, k, 8', [-0.146611, 0.309234, 1.0]], ['2, k, 9', [0.00426947, 0.44449, 1.0]], ['2, k, 10', [0.0941499, 0.606599, 1.0]], ['2, k, 11', [0.110648, 0.623094, 1.0]], ['2, k, 12', [-0.409206, -0.20335, 1.0]], ['2, k, 13', [-0.432757, -0.626743, 1.0]], ['2, k, 14', [-0.415508, -1.00859, 1.0]], ['2, k, 15', [-0.408504, -1.06246, 1.0]], ['2, k, 16', [-0.236977, -0.207568, 1.0]], ['2, k, 17', [-0.190221, -0.619112, 1.0]], ['2, k, 18', [-0.147029, -1.01419, 1.0]], ['2, k, 19', [-0.12939, -1.06616, 1.0]], ['2, k, 20', [-0.312098, 0.315468, 1.0]], ['2, k, 21', [-0.443084, 0.659458, 1.0]], ['2, k, 22', [-0.385584, 0.628437, 1.0]], ['2, k, 23', [0.138611, 0.659493, 1.0]], ['2, k, 24', [0.021954, 0.632014, 1.0]]]
[['2, k, 0', [-0.327936, -0.208529, 1.0]], ['2, k, 1', [-0.319436, 0.093509, 1.0]], ['2, k, 2', [-0.309032, 0.387819, 1.0]], ['2, k, 3', [-0.307917, 0.528568, 1.0]], ['2, k, 4', [-0.46475, 0.327405, 1.0]], ['2, k, 5', [-0.536591, 0.490064, 1.0]], ['2, k, 6', [-0.478617, 0.615596, 1.0]], ['2, k, 7', [-0.471081, 0.626917, 1.0]], ['2, k, 8', [-0.146208, 0.307829, 1.0]], ['2, k, 9', [0.00736243, 0.439044, 1.0]], ['2, k, 10', [0.098468, 0.599663, 1.0]], ['2, k, 11', [0.11539, 0.616509, 1.0]], ['2, k, 12', [-0.409349, -0.203241, 1.0]], ['2, k, 13', [-0.432845, -0.627088, 1.0]], ['2, k, 14', [-0.415561, -1.00711, 1.0]], ['2, k, 15', [-0.409065, -1.063, 1.0]], ['2, k, 16', [-0.237099, -0.207612, 1.0]], ['2, k, 17', [-0.190364, -0.619791, 1.0]], ['2, k, 18', [-0.146656, -1.01635, 1.0]], ['2, k, 19', [-0.13008, -1.06681, 1.0]], ['2, k, 20', [-0.312096, 0.315427, 1.0]], ['2, k, 21', [-0.442058, 0.654284, 1.0]], ['2, k, 22', [-0.402624, 0.622364, 1.0]], ['2, k, 23', [0.142459, 0.650934, 1.0]], ['2, k, 24', [0.0265947, 0.624916, 1.0]]]
[['2, k, 0', [-0.327863, -0.20855, 1.0]], ['2, k, 1', [-0.319397, 0.0934777, 1.0]], ['2, k, 2', [-0.309013, 0.38771, 1.0]], ['2, k, 3', [-0.306809, 0.527812, 1.0]], ['2, k, 4', [-0.464678, 0.327765, 1.0]], ['2, k, 5', [-0.536904, 0.490851, 1.0]], ['2, k, 6', [-0.476852, 0.615857, 1.0]], ['2, k, 7', [-0.468388, 0.622482, 1.0]], ['2, k, 8', [-0.141363, 0.303655, 1.0]], ['2, k, 9', [0.0103592, 0.434367, 1.0]], ['2, k, 10', [0.101757, 0.593667, 1.0]], ['2, k, 11', [0.118205, 0.610024, 1.0]], ['2, k, 12', [-0.409217, -0.20309, 1.0]], ['2, k, 13', [-0.432781, -0.627267, 1.0]], ['2, k, 14', [-0.415173, -1.00595, 1.0]], ['2, k, 15', [-0.408318, -1.06342, 1.0]], ['2, k, 16', [-0.237013, -0.207825, 1.0]], ['2, k, 17', [-0.190544, -0.620301, 1.0]], ['2, k, 18', [-0.145841, -1.01725, 1.0]], ['2, k, 19', [-0.130154, -1.06788, 1.0]], ['2, k, 20', [-0.312063, 0.315345, 1.0]], ['2, k, 21', [-0.439992, 0.650465, 1.0]], ['2, k, 22', [-0.417205, 0.607552, 1.0]], ['2, k, 23', [0.144776, 0.643934, 1.0]], ['2, k, 24', [0.0313367, 0.61998, 1.0]]]
[['2, k, 0', [-0.32789, -0.208687, 1.0]], ['2, k, 1', [-0.319362, 0.0933723, 1.0]], ['2, k, 2', [-0.308915, 0.387521, 1.0]], ['2, k, 3', [-0.306245, 0.527326, 1.0]], ['2, k, 4', [-0.46473, 0.328052, 1.0]], ['2, k, 5', [-0.544046, 0.486658, 1.0]], ['2, k, 6', [-0.476495, 0.60968, 1.0]], ['2, k, 7', [-0.465608, 0.615774, 1.0]], ['2, k, 8', [-0.141784, 0.300324, 1.0]], ['2, k, 9', [0.0122773, 0.428896, 1.0]], ['2, k, 10', [0.105391, 0.585341, 1.0]], ['2, k, 11', [0.123475, 0.59796, 1.0]], ['2, k, 12', [-0.409158, -0.203103, 1.0]], ['2, k, 13', [-0.432785, -0.627149, 1.0]], ['2, k, 14', [-0.41543, -1.00501, 1.0]], ['2, k, 15', [-0.408463, -1.05889, 1.0]], ['2, k, 16', [-0.23718, -0.208265, 1.0]], ['2, k, 17', [-0.190546, -0.620245, 1.0]], ['2, k, 18', [-0.145759, -1.01767, 1.0]], ['2, k, 19', [-0.130762, -1.06755, 1.0]], ['2, k, 20', [-0.31197, 0.315174, 1.0]], ['2, k, 21', [-0.435309, 0.642682, 1.0]], ['2, k, 22', [-0.383741, 0.610631, 1.0]], ['2, k, 23', [0.151025, 0.636594, 1.0]], ['2, k, 24', [0.0429952, 0.604422, 1.0]]]
[['2, k, 0', [-0.327913, -0.208716, 1.0]], ['2, k, 1', [-0.319337, 0.0932863, 1.0]], ['2, k, 2', [-0.308792, 0.387221, 1.0]], ['2, k, 3', [-0.305408, 0.52677, 1.0]], ['2, k, 4', [-0.465065, 0.328179, 1.0]], ['2, k, 5', [-0.54393, 0.486673, 1.0]], ['2, k, 6', [-0.475272, 0.60578, 1.0]], ['2, k, 7', [-0.4682, 0.607647, 1.0]], ['2, k, 8', [-0.139261, 0.298516, 1.0]], ['2, k, 9', [0.0153499, 0.420126, 1.0]], ['2, k, 10', [0.109908, 0.575999, 1.0]], ['2, k, 11', [0.12423, 0.588068, 1.0]], ['2, k, 12', [-0.409154, -0.203112, 1.0]], ['2, k, 13', [-0.432753, -0.627248, 1.0]], ['2, k, 14', [-0.415255, -1.00505, 1.0]], ['2, k, 15', [-0.408484, -1.05848, 1.0]], ['2, k, 16', [-0.237288, -0.208369, 1.0]], ['2, k, 17', [-0.190475, -0.620338, 1.0]], ['2, k, 18', [-0.147663, -1.01832, 1.0]], ['2, k, 19', [-0.131115, -1.06525, 1.0]], ['2, k, 20', [-0.311865, 0.314939, 1.0]], ['2, k, 21', [-0.434258, 0.632636, 1.0]], ['2, k, 22', [-0.408016, 0.596803, 1.0]], ['2, k, 23', [0.139823, 0.626363, 1.0]], ['2, k, 24', [0.0444054, 0.593002, 1.0]]]
[['2, k, 0', [-0.327781, -0.209047, 1.0]], ['2, k, 1', [-0.319266, 0.0931513, 1.0]], ['2, k, 2', [-0.308767, 0.38715, 1.0]], ['2, k, 3', [-0.305063, 0.526387, 1.0]], ['2, k, 4', [-0.465329, 0.327799, 1.0]], ['2, k, 5', [-0.544307, 0.483857, 1.0]], ['2, k, 6', [-0.475152, 0.598414, 1.0]], ['2, k, 7', [-0.46854, 0.596067, 1.0]], ['2, k, 8', [-0.139848, 0.295723, 1.0]], ['2, k, 9', [0.0178241, 0.406167, 1.0]], ['2, k, 10', [0.110976, 0.564592, 1.0]], ['2, k, 11', [0.122026, 0.573681, 1.0]], ['2, k, 12', [-0.408885, -0.203428, 1.0]], ['2, k, 13', [-0.432657, -0.627118, 1.0]], ['2, k, 14', [-0.415505, -1.00579, 1.0]], ['2, k, 15', [-0.40821, -1.06, 1.0]], ['2, k, 16', [-0.237249, -0.208769, 1.0]], ['2, k, 17', [-0.19047, -0.620355, 1.0]], ['2, k, 18', [-0.147692, -1.01829, 1.0]], ['2, k, 19', [-0.13138, -1.06501, 1.0]], ['2, k, 20', [-0.311825, 0.31486, 1.0]], ['2, k, 21', [-0.438415, 0.619161, 1.0]], ['2, k, 22', [-0.393624, 0.587758, 1.0]], ['2, k, 23', [0.141666, 0.607444, 1.0]], ['2, k, 24', [0.0459947, 0.581431, 1.0]]]
[['2, k, 0', [-0.327875, -0.209248, 1.0]], ['2, k, 1', [-0.319076, 0.0930698, 1.0]], ['2, k, 2', [-0.30795, 0.387345, 1.0]], ['2, k, 3', [-0.304487, 0.526417, 1.0]], ['2, k, 4', [-0.465495, 0.327782, 1.0]], ['2, k, 5', [-0.5545, 0.476891, 1.0]], ['2, k, 6', [-0.477545, 0.577773, 1.0]], ['2, k, 7', [-0.471775, 0.580098, 1.0]], ['2, k, 8', [-0.139814, 0.290732, 1.0]], ['2, k, 9', [0.0242864, 0.392635, 1.0]], ['2, k, 10', [0.112333, 0.554183, 1.0]], ['2, k, 11', [0.119663, 0.557402, 1.0]], ['2, k, 12', [-0.408898, -0.203551, 1.0]], ['2, k, 13', [-0.432599, -0.627209, 1.0]], ['2, k, 14', [-0.414665, -1.00123, 1.0]], ['2, k, 15', [-0.414428, -1.06411, 1.0]], ['2, k, 16', [-0.23747, -0.209075, 1.0]], ['2, k, 17', [-0.190479, -0.620572, 1.0]], ['2, k, 18', [-0.147066, -1.01849, 1.0]], ['2, k, 19', [-0.131902, -1.06593, 1.0]], ['2, k, 20', [-0.311158, 0.31496, 1.0]], ['2, k, 21', [-0.435792, 0.600481, 1.0]], ['2, k, 22', [-0.418598, 0.564907, 1.0]], ['2, k, 23', [0.143225, 0.586788, 1.0]], ['2, k, 24', [0.0361067, 0.567244, 1.0]]]
[['2, k, 0', [-0.327951, -0.209219, 1.0]], ['2, k, 1', [-0.318958, 0.0933314, 1.0]], ['2, k, 2', [-0.307399, 0.387985, 1.0]], ['2, k, 3', [-0.304166, 0.5269, 1.0]], ['2, k, 4', [-0.470009, 0.331666, 1.0]], ['2, k, 5', [-0.585049, 0.466026, 1.0]], ['2, k, 6', [-0.477877, 0.560243, 1.0]], ['2, k, 7', [-0.468932, 0.562827, 1.0]], ['2, k, 8', [-0.139594, 0.290006, 1.0]], ['2, k, 9', [0.0269413, 0.373398, 1.0]], ['2, k, 10', [0.114597, 0.523554, 1.0]], ['2, k, 11', [0.121414, 0.539949, 1.0]], ['2, k, 12', [-0.408893, -0.203539, 1.0]], ['2, k, 13', [-0.431672, -0.63018, 1.0]], ['2, k, 14', [-0.41512, -1.00424, 1.0]], ['2, k, 15', [-0.411562, -1.06543, 1.0]], ['2, k, 16', [-0.237788, -0.208968, 1.0]], ['2, k, 17', [-0.190033, -0.623368, 1.0]], ['2, k, 18', [-0.146738, -1.01882, 1.0]], ['2, k, 19', [-0.132057, -1.06626, 1.0]], ['2, k, 20', [-0.310706, 0.315508, 1.0]], ['2, k, 21', [-0.43242, 0.578327, 1.0]], ['2, k, 22', [-0.414456, 0.54881, 1.0]], ['2, k, 23', [0.139779, 0.569872, 1.0]], ['2, k, 24', [0.0425839, 0.547381, 1.0]]]
[['2, k, 0', [-0.327832, -0.209238, 1.0]], ['2, k, 1', [-0.318669, 0.0935193, 1.0]], ['2, k, 2', [-0.306963, 0.388524, 1.0]], ['2, k, 3', [-0.304031, 0.527294, 1.0]], ['2, k, 4', [-0.473476, 0.333062, 1.0]], ['2, k, 5', [-0.581868, 0.460124, 1.0]], ['2, k, 6', [-0.476713, 0.545135, 1.0]], ['2, k, 7', [-0.472544, 0.541282, 1.0]], ['2, k, 8', [-0.13936, 0.29017, 1.0]], ['2, k, 9', [0.0291125, 0.361475, 1.0]], ['2, k, 10', [0.115759, 0.507802, 1.0]], ['2, k, 11', [0.120428, 0.517238, 1.0]], ['2, k, 12', [-0.40847, -0.203509, 1.0]], ['2, k, 13', [-0.431466, -0.630268, 1.0]], ['2, k, 14', [-0.415708, -1.01237, 1.0]], ['2, k, 15', [-0.410777, -1.06568, 1.0]], ['2, k, 16', [-0.237776, -0.208985, 1.0]], ['2, k, 17', [-0.190001, -0.623797, 1.0]], ['2, k, 18', [-0.145607, -1.01701, 1.0]], ['2, k, 19', [-0.132153, -1.06626, 1.0]], ['2, k, 20', [-0.310275, 0.315955, 1.0]], ['2, k, 21', [-0.433227, 0.555356, 1.0]], ['2, k, 22', [-0.406962, 0.528658, 1.0]], ['2, k, 23', [0.140559, 0.547367, 1.0]], ['2, k, 24', [0.0375592, 0.525356, 1.0]]]
[['2, k, 0', [-0.327755, -0.20927, 1.0]], ['2, k, 1', [-0.318536, 0.0934583, 1.0]], ['2, k, 2', [-0.306931, 0.388364, 1.0]], ['2, k, 3', [-0.304142, 0.526513, 1.0]], ['2, k, 4', [-0.477083, 0.332898, 1.0]], ['2, k, 5', [-0.590764, 0.450336, 1.0]], ['2, k, 6', [-0.481316, 0.519362, 1.0]], ['2, k, 7', [-0.472069, 0.519886, 1.0]], ['2, k, 8', [-0.139305, 0.290732, 1.0]], ['2, k, 9', [0.0310347, 0.346493, 1.0]], ['2, k, 10', [0.11411, 0.48836, 1.0]], ['2, k, 11', [0.118737, 0.495441, 1.0]], ['2, k, 12', [-0.408238, -0.20355, 1.0]], ['2, k, 13', [-0.431415, -0.630349, 1.0]], ['2, k, 14', [-0.415915, -1.01238, 1.0]], ['2, k, 15', [-0.409955, -1.07918, 1.0]], ['2, k, 16', [-0.237754, -0.209027, 1.0]], ['2, k, 17', [-0.189858, -0.624238, 1.0]], ['2, k, 18', [-0.145305, -1.01691, 1.0]], ['2, k, 19', [-0.132615, -1.06538, 1.0]], ['2, k, 20', [-0.310201, 0.315821, 1.0]], ['2, k, 21', [-0.432581, 0.531284, 1.0]], ['2, k, 22', [-0.414626, 0.503014, 1.0]], ['2, k, 23', [0.142477, 0.525892, 1.0]], ['2, k, 24', [0.0395671, 0.50409, 1.0]]]
[['2, k, 0', [-0.326618, -0.210814, 1.0]], ['2, k, 1', [-0.318243, 0.092701, 1.0]], ['2, k, 2', [-0.307196, 0.3877, 1.0]], ['2, k, 3', [-0.304426, 0.524138, 1.0]], ['2, k, 4', [-0.474542, 0.329478, 1.0]], ['2, k, 5', [-0.596857, 0.439026, 1.0]], ['2, k, 6', [-0.483067, 0.497239, 1.0]], ['2, k, 7', [-0.471049, 0.498396, 1.0]], ['2, k, 8', [-0.139696, 0.290916, 1.0]], ['2, k, 9', [0.0289814, 0.311097, 1.0]], ['2, k, 10', [0.113316, 0.467675, 1.0]], ['2, k, 11', [0.11636, 0.473405, 1.0]], ['2, k, 12', [-0.40642, -0.205924, 1.0]], ['2, k, 13', [-0.430408, -0.631365, 1.0]], ['2, k, 14', [-0.415592, -1.01345, 1.0]], ['2, k, 15', [-0.410989, -1.07872, 1.0]], ['2, k, 16', [-0.237137, -0.209873, 1.0]], ['2, k, 17', [-0.189531, -0.624816, 1.0]], ['2, k, 18', [-0.145505, -1.01696, 1.0]], ['2, k, 19', [-0.132852, -1.06593, 1.0]], ['2, k, 20', [-0.310303, 0.315169, 1.0]], ['2, k, 21', [-0.435412, 0.506347, 1.0]], ['2, k, 22', [-0.417204, 0.479956, 1.0]], ['2, k, 23', [0.138264, 0.504687, 1.0]], ['2, k, 24', [0.0370637, 0.48225, 1.0]]]
[['2, k, 0', [-0.32563, -0.212489, 1.0]], ['2, k, 1', [-0.317955, 0.0916309, 1.0]], ['2, k, 2', [-0.307539, 0.386563, 1.0]], ['2, k, 3', [-0.305293, 0.522611, 1.0]], ['2, k, 4', [-0.475591, 0.327491, 1.0]], ['2, k, 5', [-0.615123, 0.411235, 1.0]], ['2, k, 6', [-0.489434, 0.471761, 1.0]], ['2, k, 7', [-0.478505, 0.470644, 1.0]], ['2, k, 8', [-0.140032, 0.290879, 1.0]], ['2, k, 9', [0.0288326, 0.304773, 1.0]], ['2, k, 10', [0.117966, 0.446488, 1.0]], ['2, k, 11', [0.11485, 0.450549, 1.0]], ['2, k, 12', [-0.405604, -0.207449, 1.0]], ['2, k, 13', [-0.430219, -0.631406, 1.0]], ['2, k, 14', [-0.414571, -1.00527, 1.0]], ['2, k, 15', [-0.409804, -1.07123, 1.0]], ['2, k, 16', [-0.236058, -0.211521, 1.0]], ['2, k, 17', [-0.189122, -0.626193, 1.0]], ['2, k, 18', [-0.146138, -1.01968, 1.0]], ['2, k, 19', [-0.132479, -1.06602, 1.0]], ['2, k, 20', [-0.310451, 0.314082, 1.0]], ['2, k, 21', [-0.430117, 0.477339, 1.0]], ['2, k, 22', [-0.42883, 0.449658, 1.0]], ['2, k, 23', [0.134762, 0.480702, 1.0]], ['2, k, 24', [0.0406408, 0.458038, 1.0]]]
[['2, k, 0', [-0.324666, -0.213617, 1.0]], ['2, k, 1', [-0.317713, 0.0912588, 1.0]], ['2, k, 2', [-0.307676, 0.386451, 1.0]], ['2, k, 3', [-0.305687, 0.522656, 1.0]], ['2, k, 4', [-0.476668, 0.325627, 1.0]], ['2, k, 5', [-0.6411, 0.400359, 1.0]], ['2, k, 6', [-0.504721, 0.441755, 1.0]], ['2, k, 7', [-0.481951, 0.444366, 1.0]], ['2, k, 8', [-0.140728, 0.291406, 1.0]], ['2, k, 9', [0.0272635, 0.294023, 1.0]], ['2, k, 10', [0.117212, 0.426641, 1.0]], ['2, k, 11', [0.109826, 0.428193, 1.0]], ['2, k, 12', [-0.404661, -0.208717, 1.0]], ['2, k, 13', [-0.42844, -0.635043, 1.0]], ['2, k, 14', [-0.413833, -1.00595, 1.0]], ['2, k, 15', [-0.408724, -1.0702, 1.0]], ['2, k, 16', [-0.235106, -0.212471, 1.0]], ['2, k, 17', [-0.188784, -0.626523, 1.0]], ['2, k, 18', [-0.146216, -1.01985, 1.0]], ['2, k, 19', [-0.132459, -1.06626, 1.0]], ['2, k, 20', [-0.310482, 0.31392, 1.0]], ['2, k, 21', [-0.412607, 0.44192, 1.0]], ['2, k, 22', [-0.456181, 0.416282, 1.0]], ['2, k, 23', [0.128271, 0.460577, 1.0]], ['2, k, 24', [0.0330571, 0.434065, 1.0]]]
[['2, k, 0', [-0.32385, -0.214274, 1.0]], ['2, k, 1', [-0.317572, 0.0907584, 1.0]], ['2, k, 2', [-0.308349, 0.386029, 1.0]], ['2, k, 3', [-0.306631, 0.521733, 1.0]], ['2, k, 4', [-0.474312, 0.324429, 1.0]], ['2, k, 5', [-0.626687, 0.382835, 1.0]], ['2, k, 6', [-0.483221, 0.401609, 1.0]], ['2, k, 7', [-0.482592, 0.417025, 1.0]], ['2, k, 8', [-0.143284, 0.294222, 1.0]], ['2, k, 9', [0.027667, 0.282909, 1.0]], ['2, k, 10', [0.113072, 0.40614, 1.0]], ['2, k, 11', [0.105336, 0.406567, 1.0]], ['2, k, 12', [-0.40397, -0.209422, 1.0]], ['2, k, 13', [-0.427983, -0.634495, 1.0]], ['2, k, 14', [-0.414087, -1.00552, 1.0]], ['2, k, 15', [-0.407915, -1.06675, 1.0]], ['2, k, 16', [-0.234207, -0.213012, 1.0]], ['2, k, 17', [-0.188657, -0.626741, 1.0]], ['2, k, 18', [-0.146417, -1.02074, 1.0]], ['2, k, 19', [-0.132344, -1.06625, 1.0]], ['2, k, 20', [-0.310889, 0.313496, 1.0]], ['2, k, 21', [-0.428195, 0.417308, 1.0]], ['2, k, 22', [-0.422795, 0.398906, 1.0]], ['2, k, 23', [0.12105, 0.435798, 1.0]], ['2, k, 24', [0.0329302, 0.410805, 1.0]]]
[['2, k, 0', [-0.323187, -0.215313, 1.0]], ['2, k, 1', [-0.317548, 0.0895258, 1.0]], ['2, k, 2', [-0.309223, 0.384622, 1.0]], ['2, k, 3', [-0.307555, 0.523228, 1.0]], ['2, k, 4', [-0.475175, 0.323166, 1.0]], ['2, k, 5', [-0.611854, 0.367387, 1.0]], ['2, k, 6', [-0.50725, 0.378307, 1.0]], ['2, k, 7', [-0.48915, 0.390387, 1.0]], ['2, k, 8', [-0.145302, 0.295013, 1.0]], ['2, k, 9', [0.0267387, 0.273914, 1.0]], ['2, k, 10', [0.111533, 0.392509, 1.0]], ['2, k, 11', [0.101559, 0.386787, 1.0]], ['2, k, 12', [-0.403288, -0.210688, 1.0]], ['2, k, 13', [-0.427845, -0.634272, 1.0]], ['2, k, 14', [-0.413712, -1.00717, 1.0]], ['2, k, 15', [-0.40773, -1.06784, 1.0]], ['2, k, 16', [-0.233597, -0.213773, 1.0]], ['2, k, 17', [-0.188225, -0.625874, 1.0]], ['2, k, 18', [-0.146691, -1.01926, 1.0]], ['2, k, 19', [-0.132444, -1.06639, 1.0]], ['2, k, 20', [-0.31152, 0.312147, 1.0]], ['2, k, 21', [-0.442635, 0.390398, 1.0]], ['2, k, 22', [-0.451174, 0.369031, 1.0]], ['2, k, 23', [0.119986, 0.412391, 1.0]], ['2, k, 24', [0.0231969, 0.388726, 1.0]]]
[['2, k, 0', [-0.322407, -0.215266, 1.0]], ['2, k, 1', [-0.317324, 0.0891645, 1.0]], ['2, k, 2', [-0.309469, 0.384023, 1.0]], ['2, k, 3', [-0.308945, 0.528686, 1.0]], ['2, k, 4', [-0.473704, 0.322817, 1.0]], ['2, k, 5', [-0.64332, 0.323485, 1.0]], ['2, k, 6', [-0.511855, 0.356663, 1.0]], ['2, k, 7', [-0.486792, 0.365363, 1.0]], ['2, k, 8', [-0.146171, 0.295965, 1.0]], ['2, k, 9', [0.0237321, 0.262346, 1.0]], ['2, k, 10', [0.107949, 0.369312, 1.0]], ['2, k, 11', [0.0985429, 0.36576, 1.0]], ['2, k, 12', [-0.402441, -0.210745, 1.0]], ['2, k, 13', [-0.427485, -0.633573, 1.0]], ['2, k, 14', [-0.413763, -1.00828, 1.0]], ['2, k, 15', [-0.407593, -1.06782, 1.0]], ['2, k, 16', [-0.23291, -0.213623, 1.0]], ['2, k, 17', [-0.187617, -0.626749, 1.0]], ['2, k, 18', [-0.146583, -1.01917, 1.0]], ['2, k, 19', [-0.132924, -1.06706, 1.0]], ['2, k, 20', [-0.311651, 0.311622, 1.0]], ['2, k, 21', [-0.416612, 0.358578, 1.0]], ['2, k, 22', [-0.469834, 0.341742, 1.0]], ['2, k, 23', [0.113318, 0.390148, 1.0]], ['2, k, 24', [0.0220453, 0.365986, 1.0]]]
[['2, k, 0', [-0.320479, -0.217528, 1.0]], ['2, k, 1', [-0.316375, 0.0881569, 1.0]], ['2, k, 2', [-0.309324, 0.383901, 1.0]], ['2, k, 3', [-0.309476, 0.529617, 1.0]], ['2, k, 4', [-0.471671, 0.317766, 1.0]], ['2, k, 5', [-0.62211, 0.322104, 1.0]], ['2, k, 6', [-0.508016, 0.328855, 1.0]], ['2, k, 7', [-0.491923, 0.339601, 1.0]], ['2, k, 8', [-0.142708, 0.297075, 1.0]], ['2, k, 9', [0.0232931, 0.255598, 1.0]], ['2, k, 10', [0.104678, 0.349062, 1.0]], ['2, k, 11', [0.0931098, 0.343713, 1.0]], ['2, k, 12', [-0.400787, -0.213113, 1.0]], ['2, k, 13', [-0.426681, -0.632692, 1.0]], ['2, k, 14', [-0.414931, -1.00852, 1.0]], ['2, k, 15', [-0.407231, -1.0656, 1.0]], ['2, k, 16', [-0.230762, -0.215652, 1.0]], ['2, k, 17', [-0.1866, -0.628492, 1.0]], ['2, k, 18', [-0.146607, -1.01908, 1.0]], ['2, k, 19', [-0.132795, -1.06988, 1.0]], ['2, k, 20', [-0.311378, 0.31135, 1.0]], ['2, k, 21', [-0.425383, 0.330879, 1.0]], ['2, k, 22', [-0.469589, 0.311031, 1.0]], ['2, k, 23', [0.109303, 0.363889, 1.0]], ['2, k, 24', [0.0165736, 0.342261, 1.0]]]
