[['2, k, 0', [0.04645272, 0.0195498, 1.0]], ['2, k, 1', [0.0387469, 0.3332238, 1.0]], ['2, k, 2', [0.0301867, 0.6327986, 1.0]], ['2, k, 3', [0.001921402, 0.7558084, 1.0]], ['2, k, 4', [-0.1293862, 0.511609, 1.0]], ['2, k, 5', [-0.1802143, 0.2716625, 1.0]], ['2, k, 6', [-0.1741084, 0.05455881, 1.0]], ['2, k, 7', [-0.1819666, 0.02592206, 1.0]], ['2, k, 8', [0.1933989, 0.5394887, 1.0]], ['2, k, 9', [0.2974334, 0.2721183, 1.0]], ['2, k, 10', [0.3753896, 0.03730566, 1.0]], ['2, k, 11', [0.4092949, -0.01729961, 1.0]], ['2, k, 12', [-0.02624401, 0.02078147, 1.0]], ['2, k, 13', [-0.05228677, -0.3752542, 1.0]], ['2, k, 14', [-0.06155614, -0.6936809, 1.0]], ['2, k, 15', [-0.09039534, -0.7472429, 1.0]], ['2, k, 16', [0.1178247, 0.01816454, 1.0]], ['2, k, 17', [0.1618337, -0.4334534, 1.0]], ['2, k, 18', [0.2185818, -0.7055503, 1.0]], ['2, k, 19', [0.2350676, -0.7450269, 1.0]], ['2, k, 20', [0.03237807, 0.5598874, 1.0]], ['2, k, 21', [-0.1946066, -0.006540171, 1.0]], ['2, k, 22', [-0.2015948, 0.04963336, 1.0]], ['2, k, 23', [0.4509463, -0.07360091, 1.0]], ['2, k, 24', [0.3841762, -0.05093737, 1.0]]]
[['2, k, 0', [0.05245002, 0.02282176, 1.0]], ['2, k, 1', [0.0457608, 0.3316964, 1.0]], ['2, k, 2', [0.03849549, 0.6271411, 1.0]], ['2, k, 3', [0.02402341, 0.7398508, 1.0]], ['2, k, 4', [-0.1263119, 0.5203322, 1.0]], ['2, k, 5', [-0.1685945, 0.2654484, 1.0]], ['2, k, 6', [-0.171569, 0.05191202, 1.0]], ['2, k, 7', [-0.1820462, 0.02364469, 1.0]], ['2, k, 8', [0.2102289, 0.5399998, 1.0]], ['2, k, 9', [0.2316249, 0.2609738, 1.0]], ['2, k, 10', [0.2833592, 0.02459552, 1.0]], ['2, k, 11', [0.2972888, 0.008647737, 1.0]], ['2, k, 12', [-0.01976552, 0.02333446, 1.0]], ['2, k, 13', [-0.05129495, -0.378251, 1.0]], ['2, k, 14', [-0.0533881, -0.6908283, 1.0]], ['2, k, 15', [-0.09368882, -0.7475156, 1.0]], ['2, k, 16', [0.1225393, 0.02143556, 1.0]], ['2, k, 17', [0.1613069, -0.4296578, 1.0]], ['2, k, 18', [0.2347719, -0.709354, 1.0]], ['2, k, 19', [0.2229055, -0.7487128, 1.0]], ['2, k, 20', [0.04036977, 0.5552166, 1.0]], ['2, k, 21', [-0.1948071, -0.01588661, 1.0]], ['2, k, 22', [-0.1955182, 0.04332869, 1.0]], ['2, k, 23', [0.3067564, -0.04360758, 1.0]], ['2, k, 24', [0.261302, 0.02009303, 1.0]]]
[['2, k, 0', [0.05243747, 0.02292152, 1.0]], ['2, k, 1', [0.04551449, 0.331905, 1.0]], ['2, k, 2', [0.03802861, 0.6274639, 1.0]], ['2, k, 3', [0.02340858, 0.7405139, 1.0]], ['2, k, 4', [-0.1264985, 0.5204268, 1.0]], ['2, k, 5', [-0.1685921, 0.2653542, 1.0]], ['2, k, 6', [-0.1714752, 0.05251426, 1.0]], ['2, k, 7', [-0.1820175, 0.0224656, 1.0]], ['2, k, 8', [0.2100536, 0.5403379, 1.0]], ['2, k, 9', [0.23148, 0.2602739, 1.0]], ['2, k, 10', [0.278069, 0.02172024, 1.0]], ['2, k, 11', [0.2884378, 0.01012106, 1.0]], ['2, k, 12', [-0.01979214, 0.02341604, 1.0]], ['2, k, 13', [-0.05227021, -0.3772678, 1.0]], ['2, k, 14', [-0.05325697, -0.6905617, 1.0]], ['2, k, 15', [-0.09260279, -0.7456842, 1.0]], ['2, k, 16', [0.1225575, 0.02154492, 1.0]], ['2, k, 17', [0.1612682, -0.4302209, 1.0]], ['2, k, 18', [0.2362438, -0.7099513, 1.0]], ['2, k, 19', [0.2222158, -0.7488983, 1.0]], ['2, k, 20', [0.03995286, 0.5555106, 1.0]], ['2, k, 21', [-0.1874746, -0.009137484, 1.0]], ['2, k, 22', [-0.192288, 0.04787782, 1.0]], ['2, k, 23', [0.2963663, -0.05637747, 1.0]], ['2, k, 24', [0.2586134, 0.01759321, 1.0]]]
[['2, k, 0', [0.0516733, 0.02314904, 1.0]], ['2, k, 1', [0.04504675, 0.3320846, 1.0]], ['2, k, 2', [0.03782533, 0.6276396, 1.0]], ['2, k, 3', [0.02303016, 0.7406977, 1.0]], ['2, k, 4', [-0.1267348, 0.520316, 1.0]], ['2, k, 5', [-0.168541, 0.2649983, 1.0]], ['2, k, 6', [-0.171503, 0.05269934, 1.0]], ['2, k, 7', [-0.1818886, 0.02360566, 1.0]], ['2, k, 8', [0.2099295, 0.5405145, 1.0]], ['2, k, 9', [0.2313741, 0.2603936, 1.0]], ['2, k, 10', [0.2769988, 0.02130045, 1.0]], ['2, k, 11', [0.2867022, 0.006155891, 1.0]], ['2, k, 12', [-0.02046792, 0.02350918, 1.0]], ['2, k, 13', [-0.05287614, -0.3773646, 1.0]], ['2, k, 14', [-0.05320431, -0.6904106, 1.0]], ['2, k, 15', [-0.09276491, -0.7456796, 1.0]], ['2, k, 16', [0.12173, 0.0219182, 1.0]], ['2, k, 17', [0.161177, -0.4303652, 1.0]], ['2, k, 18', [0.2373054, -0.7108259, 1.0]], ['2, k, 19', [0.2208319, -0.749243, 1.0]], ['2, k, 20', [0.0396727, 0.5556848, 1.0]], ['2, k, 21', [-0.2000726, -0.02289127, 1.0]], ['2, k, 22', [-0.2079283, 0.04288369, 1.0]], ['2, k, 23', [0.2943971, -0.07414822, 1.0]], ['2, k, 24', [0.2549281, -0.004612287, 1.0]]]
[['2, k, 0', [0.0511934, 0.02310833, 1.0]], ['2, k, 1', [0.04473388, 0.3322117, 1.0]], ['2, k, 2', [0.03780766, 0.628059, 1.0]], ['2, k, 3', [0.02265188, 0.7408037, 1.0]], ['2, k, 4', [-0.1267511, 0.5206732, 1.0]], ['2, k, 5', [-0.16877, 0.2645634, 1.0]], ['2, k, 6', [-0.1713522, 0.04689343, 1.0]], ['2, k, 7', [-0.1826057, 0.02215199, 1.0]], ['2, k, 8', [0.2097272, 0.5407156, 1.0]], ['2, k, 9', [0.2314088, 0.2601381, 1.0]], ['2, k, 10', [0.2826014, 0.0183153, 1.0]], ['2, k, 11', [0.2967464, 0.008138332, 1.0]], ['2, k, 12', [-0.02098257, 0.02359958, 1.0]], ['2, k, 13', [-0.05361506, -0.37749, 1.0]], ['2, k, 14', [-0.05316625, -0.6903882, 1.0]], ['2, k, 15', [-0.0918143, -0.7459578, 1.0]], ['2, k, 16', [0.1212801, 0.02174609, 1.0]], ['2, k, 17', [0.1612399, -0.4304312, 1.0]], ['2, k, 18', [0.2386961, -0.7112349, 1.0]], ['2, k, 19', [0.2209219, -0.7495158, 1.0]], ['2, k, 20', [0.03955564, 0.5560153, 1.0]], ['2, k, 21', [-0.1944199, -0.01261238, 1.0]], ['2, k, 22', [-0.1928063, 0.04278883, 1.0]], ['2, k, 23', [0.2974782, -0.0713425, 1.0]], ['2, k, 24', [0.2648916, 0.01553138, 1.0]]]
[['2, k, 0', [0.05077184, 0.02316421, 1.0]], ['2, k, 1', [0.04426689, 0.3324036, 1.0]], ['2, k, 2', [0.03743049, 0.6284044, 1.0]], ['2, k, 3', [0.02240858, 0.7410458, 1.0]], ['2, k, 4', [-0.1271382, 0.5209888, 1.0]], ['2, k, 5', [-0.1688393, 0.2648356, 1.0]], ['2, k, 6', [-0.171267, 0.04737715, 1.0]], ['2, k, 7', [-0.1831071, 0.02277485, 1.0]], ['2, k, 8', [0.2095829, 0.5409513, 1.0]], ['2, k, 9', [0.2312336, 0.2601272, 1.0]], ['2, k, 10', [0.2827963, 0.0183352, 1.0]], ['2, k, 11', [0.2972015, 0.006421252, 1.0]], ['2, k, 12', [-0.02145911, 0.02376236, 1.0]], ['2, k, 13', [-0.05414798, -0.3778143, 1.0]], ['2, k, 14', [-0.05277886, -0.6906285, 1.0]], ['2, k, 15', [-0.09137934, -0.7459249, 1.0]], ['2, k, 16', [0.1209244, 0.02170347, 1.0]], ['2, k, 17', [0.1611307, -0.4309013, 1.0]], ['2, k, 18', [0.2382004, -0.7107884, 1.0]], ['2, k, 19', [0.2199861, -0.7491956, 1.0]], ['2, k, 20', [0.0391478, 0.5563225, 1.0]], ['2, k, 21', [-0.197676, -0.02127402, 1.0]], ['2, k, 22', [-0.1963383, 0.04128806, 1.0]], ['2, k, 23', [0.3103388, -0.0410978, 1.0]], ['2, k, 24', [0.2695518, 0.01600287, 1.0]]]
[['2, k, 0', [0.0504032, 0.02309539, 1.0]], ['2, k, 1', [0.04392228, 0.3324498, 1.0]], ['2, k, 2', [0.03721848, 0.6285951, 1.0]], ['2, k, 3', [0.02223265, 0.7413316, 1.0]], ['2, k, 4', [-0.1270979, 0.520873, 1.0]], ['2, k, 5', [-0.1688248, 0.2644902, 1.0]], ['2, k, 6', [-0.1714813, 0.04792942, 1.0]], ['2, k, 7', [-0.1820178, 0.02267956, 1.0]], ['2, k, 8', [0.2093935, 0.5410409, 1.0]], ['2, k, 9', [0.2310862, 0.2600905, 1.0]], ['2, k, 10', [0.279402, 0.03760154, 1.0]], ['2, k, 11', [0.2931676, 0.01638324, 1.0]], ['2, k, 12', [-0.02180564, 0.02373076, 1.0]], ['2, k, 13', [-0.05449003, -0.3779743, 1.0]], ['2, k, 14', [-0.05245443, -0.6916458, 1.0]], ['2, k, 15', [-0.09132894, -0.7459918, 1.0]], ['2, k, 16', [0.1205656, 0.02159706, 1.0]], ['2, k, 17', [0.1609259, -0.4316309, 1.0]], ['2, k, 18', [0.2392817, -0.7116303, 1.0]], ['2, k, 19', [0.2190725, -0.7494377, 1.0]], ['2, k, 20', [0.03889704, 0.5564753, 1.0]], ['2, k, 21', [-0.2032888, -0.01476576, 1.0]], ['2, k, 22', [-0.19817, 0.04416635, 1.0]], ['2, k, 23', [0.296531, -0.06098798, 1.0]], ['2, k, 24', [0.2619367, 0.02871181, 1.0]]]
[['2, k, 0', [0.0500494, 0.02312956, 1.0]], ['2, k, 1', [0.0436234, 0.3325987, 1.0]], ['2, k, 2', [0.03705441, 0.628828, 1.0]], ['2, k, 3', [0.02209664, 0.7419041, 1.0]], ['2, k, 4', [-0.1271602, 0.5208265, 1.0]], ['2, k, 5', [-0.1688363, 0.2642144, 1.0]], ['2, k, 6', [-0.171568, 0.04812597, 1.0]], ['2, k, 7', [-0.1842224, 0.02199501, 1.0]], ['2, k, 8', [0.2092561, 0.5413923, 1.0]], ['2, k, 9', [0.2308998, 0.2604124, 1.0]], ['2, k, 10', [0.2912919, 0.03313345, 1.0]], ['2, k, 11', [0.318947, 0.004973801, 1.0]], ['2, k, 12', [-0.02217366, 0.02383655, 1.0]], ['2, k, 13', [-0.05498543, -0.3787216, 1.0]], ['2, k, 14', [-0.05378752, -0.6906331, 1.0]], ['2, k, 15', [-0.09091955, -0.7456293, 1.0]], ['2, k, 16', [0.1202537, 0.02155188, 1.0]], ['2, k, 17', [0.1609077, -0.431563, 1.0]], ['2, k, 18', [0.2290983, -0.711164, 1.0]], ['2, k, 19', [0.2230119, -0.7462986, 1.0]], ['2, k, 20', [0.03870009, 0.5566906, 1.0]], ['2, k, 21', [-0.1949116, -0.02041505, 1.0]], ['2, k, 22', [-0.1958689, 0.04366583, 1.0]], ['2, k, 23', [0.3205074, -0.01731787, 1.0]], ['2, k, 24', [0.2999934, 0.0255086, 1.0]]]
[['2, k, 0', [0.04966914, 0.02322829, 1.0]], ['2, k, 1', [0.04305053, 0.3327749, 1.0]], ['2, k, 2', [0.03633639, 0.6290498, 1.0]], ['2, k, 3', [0.02193774, 0.7417282, 1.0]], ['2, k, 4', [-0.1272517, 0.521045, 1.0]], ['2, k, 5', [-0.1688504, 0.2641984, 1.0]], ['2, k, 6', [-0.1716537, 0.04825549, 1.0]], ['2, k, 7', [-0.1822898, 0.0232592, 1.0]], ['2, k, 8', [0.2091612, 0.5415685, 1.0]], ['2, k, 9', [0.2307231, 0.2604589, 1.0]], ['2, k, 10', [0.2709148, 0.05306448, 1.0]], ['2, k, 11', [0.2738499, 0.02381551, 1.0]], ['2, k, 12', [-0.02255812, 0.02398095, 1.0]], ['2, k, 13', [-0.05537803, -0.3786025, 1.0]], ['2, k, 14', [-0.05368609, -0.6909676, 1.0]], ['2, k, 15', [-0.09106321, -0.7460015, 1.0]], ['2, k, 16', [0.1199039, 0.02159961, 1.0]], ['2, k, 17', [0.1609437, -0.4320137, 1.0]], ['2, k, 18', [0.2323067, -0.7111735, 1.0]], ['2, k, 19', [0.2218034, -0.7470348, 1.0]], ['2, k, 20', [0.03801845, 0.5569031, 1.0]], ['2, k, 21', [-0.1900446, -0.009153949, 1.0]], ['2, k, 22', [-0.1942984, 0.04805397, 1.0]], ['2, k, 23', [0.2979847, -0.06657856, 1.0]], ['2, k, 24', [0.2499332, -0.001326552, 1.0]]]
[['2, k, 0', [0.0500468, 0.02364648, 1.0]], ['2, k, 1', [0.04308547, 0.333093, 1.0]], ['2, k, 2', [0.03610304, 0.6292549, 1.0]], ['2, k, 3', [0.02184619, 0.7417215, 1.0]], ['2, k, 4', [-0.1273327, 0.5211847, 1.0]], ['2, k, 5', [-0.1689196, 0.26395, 1.0]], ['2, k, 6', [-0.1719769, 0.05241343, 1.0]], ['2, k, 7', [-0.1815736, 0.02445951, 1.0]], ['2, k, 8', [0.2091618, 0.5418216, 1.0]], ['2, k, 9', [0.2302691, 0.2607054, 1.0]], ['2, k, 10', [0.2973177, 0.02789479, 1.0]], ['2, k, 11', [0.3212523, 0.006378623, 1.0]], ['2, k, 12', [-0.02225203, 0.02434086, 1.0]], ['2, k, 13', [-0.05554538, -0.3786839, 1.0]], ['2, k, 14', [-0.05404863, -0.6909863, 1.0]], ['2, k, 15', [-0.09090789, -0.7460982, 1.0]], ['2, k, 16', [0.1203508, 0.02205686, 1.0]], ['2, k, 17', [0.1609114, -0.4320007, 1.0]], ['2, k, 18', [0.2359478, -0.7099428, 1.0]], ['2, k, 19', [0.2205538, -0.7470818, 1.0]], ['2, k, 20', [0.03784666, 0.5571345, 1.0]], ['2, k, 21', [-0.1543698, -0.02709215, 1.0]], ['2, k, 22', [-0.2075992, 0.01131313, 1.0]], ['2, k, 23', [0.3190712, -0.02014255, 1.0]], ['2, k, 24', [0.3058778, 0.02211094, 1.0]]]
[['2, k, 0', [0.0494923, 0.02376167, 1.0]], ['2, k, 1', [0.04269499, 0.3332564, 1.0]], ['2, k, 2', [0.03590453, 0.6294591, 1.0]], ['2, k, 3', [0.02186188, 0.7417718, 1.0]], ['2, k, 4', [-0.1275108, 0.5213946, 1.0]], ['2, k, 5', [-0.1689295, 0.2639396, 1.0]], ['2, k, 6', [-0.1719069, 0.05190534, 1.0]], ['2, k, 7', [-0.1822454, 0.02430732, 1.0]], ['2, k, 8', [0.208831, 0.5420133, 1.0]], ['2, k, 9', [0.2301807, 0.2602671, 1.0]], ['2, k, 10', [0.2688827, 0.03230127, 1.0]], ['2, k, 11', [0.2703596, 0.01516374, 1.0]], ['2, k, 12', [-0.02280173, 0.02451799, 1.0]], ['2, k, 13', [-0.05609957, -0.3779794, 1.0]], ['2, k, 14', [-0.05384059, -0.6909243, 1.0]], ['2, k, 15', [-0.09060532, -0.7459263, 1.0]], ['2, k, 16', [0.1198169, 0.02210277, 1.0]], ['2, k, 17', [0.1607954, -0.4321322, 1.0]], ['2, k, 18', [0.2300684, -0.7101995, 1.0]], ['2, k, 19', [0.2230583, -0.7455782, 1.0]], ['2, k, 20', [0.03759861, 0.5573289, 1.0]], ['2, k, 21', [-0.1952427, -0.01521343, 1.0]], ['2, k, 22', [-0.1989298, 0.05030719, 1.0]], ['2, k, 23', [0.2973543, -0.0887466, 1.0]], ['2, k, 24', [0.2404826, -0.008206044, 1.0]]]
[['2, k, 0', [0.04887515, 0.02377155, 1.0]], ['2, k, 1', [0.04236327, 0.3332815, 1.0]], ['2, k, 2', [0.03588131, 0.6294848, 1.0]], ['2, k, 3', [0.02168215, 0.7417482, 1.0]], ['2, k, 4', [-0.1279903, 0.5217748, 1.0]], ['2, k, 5', [-0.1691207, 0.2643465, 1.0]], ['2, k, 6', [-0.1720615, 0.05086354, 1.0]], ['2, k, 7', [-0.1826707, 0.0242612, 1.0]], ['2, k, 8', [0.208557, 0.5421388, 1.0]], ['2, k, 9', [0.2300698, 0.2599438, 1.0]], ['2, k, 10', [0.2741177, 0.02963015, 1.0]], ['2, k, 11', [0.2871588, 0.01591378, 1.0]], ['2, k, 12', [-0.023418, 0.02466877, 1.0]], ['2, k, 13', [-0.05617489, -0.3781892, 1.0]], ['2, k, 14', [-0.05397731, -0.6914684, 1.0]], ['2, k, 15', [-0.08989318, -0.7455355, 1.0]], ['2, k, 16', [0.1192202, 0.02195906, 1.0]], ['2, k, 17', [0.1607186, -0.432069, 1.0]], ['2, k, 18', [0.2328531, -0.7110081, 1.0]], ['2, k, 19', [0.2219245, -0.7470486, 1.0]], ['2, k, 20', [0.03749813, 0.557355, 1.0]], ['2, k, 21', [-0.2006503, -0.01488422, 1.0]], ['2, k, 22', [-0.1998106, 0.0487107, 1.0]], ['2, k, 23', [0.3064736, -0.03711966, 1.0]], ['2, k, 24', [0.2506949, 0.01668713, 1.0]]]
[['2, k, 0', [0.0492128, 0.02402356, 1.0]], ['2, k, 1', [0.04239768, 0.3333797, 1.0]], ['2, k, 2', [0.0356231, 0.6294336, 1.0]], ['2, k, 3', [0.02156628, 0.7422571, 1.0]], ['2, k, 4', [-0.1281278, 0.5217974, 1.0]], ['2, k, 5', [-0.1694715, 0.2649107, 1.0]], ['2, k, 6', [-0.1724098, 0.05425529, 1.0]], ['2, k, 7', [-0.1818651, 0.02452543, 1.0]], ['2, k, 8', [0.2085728, 0.5424054, 1.0]], ['2, k, 9', [0.2298437, 0.2604025, 1.0]], ['2, k, 10', [0.2924634, 0.02829453, 1.0]], ['2, k, 11', [0.3204372, 0.004419643, 1.0]], ['2, k, 12', [-0.02309558, 0.02488396, 1.0]], ['2, k, 13', [-0.05718954, -0.377226, 1.0]], ['2, k, 14', [-0.05347968, -0.6908779, 1.0]], ['2, k, 15', [-0.09005241, -0.7455401, 1.0]], ['2, k, 16', [0.119564, 0.02223866, 1.0]], ['2, k, 17', [0.1605794, -0.4323651, 1.0]], ['2, k, 18', [0.2356972, -0.7115529, 1.0]], ['2, k, 19', [0.2205734, -0.7476023, 1.0]], ['2, k, 20', [0.03731445, 0.55734, 1.0]], ['2, k, 21', [-0.1978619, -0.01647363, 1.0]], ['2, k, 22', [-0.2004501, 0.04300998, 1.0]], ['2, k, 23', [0.318661, -0.02658103, 1.0]], ['2, k, 24', [0.3040407, 0.02369285, 1.0]]]
[['2, k, 0', [0.04937058, 0.02418694, 1.0]], ['2, k, 1', [0.04240615, 0.33349, 1.0]], ['2, k, 2', [0.03543098, 0.6294612, 1.0]], ['2, k, 3', [0.02161295, 0.7426156, 1.0]], ['2, k, 4', [-0.1281967, 0.5219459, 1.0]], ['2, k, 5', [-0.1695945, 0.2651417, 1.0]], ['2, k, 6', [-0.17241, 0.05444507, 1.0]], ['2, k, 7', [-0.1826614, 0.02448945, 1.0]], ['2, k, 8', [0.2081643, 0.5425443, 1.0]], ['2, k, 9', [0.2295056, 0.2608942, 1.0]], ['2, k, 10', [0.2749988, 0.04524884, 1.0]], ['2, k, 11', [0.2817067, 0.02322888, 1.0]], ['2, k, 12', [-0.02294899, 0.02508247, 1.0]], ['2, k, 13', [-0.05771035, -0.3778737, 1.0]], ['2, k, 14', [-0.05332584, -0.6907526, 1.0]], ['2, k, 15', [-0.08971271, -0.745352, 1.0]], ['2, k, 16', [0.1197324, 0.0223583, 1.0]], ['2, k, 17', [0.1604035, -0.431591, 1.0]], ['2, k, 18', [0.2372002, -0.7103141, 1.0]], ['2, k, 19', [0.2209303, -0.7481508, 1.0]], ['2, k, 20', [0.03717792, 0.5573894, 1.0]], ['2, k, 21', [-0.2000017, -0.01805984, 1.0]], ['2, k, 22', [-0.1958726, 0.03940135, 1.0]], ['2, k, 23', [0.2963585, -0.07487814, 1.0]], ['2, k, 24', [0.2455223, 0.01401273, 1.0]]]
[['2, k, 0', [0.0497537, 0.02434955, 1.0]], ['2, k, 1', [0.04240564, 0.3336972, 1.0]], ['2, k, 2', [0.03504684, 0.629715, 1.0]], ['2, k, 3', [0.02130338, 0.7430414, 1.0]], ['2, k, 4', [-0.1285313, 0.5218665, 1.0]], ['2, k, 5', [-0.169829, 0.2653019, 1.0]], ['2, k, 6', [-0.1725266, 0.05375989, 1.0]], ['2, k, 7', [-0.1828485, 0.02429152, 1.0]], ['2, k, 8', [0.207667, 0.5428297, 1.0]], ['2, k, 9', [0.2296648, 0.2606637, 1.0]], ['2, k, 10', [0.281242, 0.03195409, 1.0]], ['2, k, 11', [0.2995765, 0.009822913, 1.0]], ['2, k, 12', [-0.02259288, 0.02512463, 1.0]], ['2, k, 13', [-0.05791275, -0.3777459, 1.0]], ['2, k, 14', [-0.05365906, -0.6910198, 1.0]], ['2, k, 15', [-0.08870685, -0.7452483, 1.0]], ['2, k, 16', [0.1201339, 0.02265342, 1.0]], ['2, k, 17', [0.1601351, -0.4323069, 1.0]], ['2, k, 18', [0.2378471, -0.7103014, 1.0]], ['2, k, 19', [0.2204857, -0.748176, 1.0]], ['2, k, 20', [0.03689379, 0.5576302, 1.0]], ['2, k, 21', [-0.1982415, -0.01674162, 1.0]], ['2, k, 22', [-0.1971969, 0.038874, 1.0]], ['2, k, 23', [0.2985723, -0.09199904, 1.0]], ['2, k, 24', [0.2540212, 0.01543293, 1.0]]]
[['2, k, 0', [0.04947858, 0.02433602, 1.0]], ['2, k, 1', [0.04209566, 0.3337692, 1.0]], ['2, k, 2', [0.03471702, 0.6298997, 1.0]], ['2, k, 3', [0.02101095, 0.7433679, 1.0]], ['2, k, 4', [-0.128473, 0.5219457, 1.0]], ['2, k, 5', [-0.1698753, 0.2651159, 1.0]], ['2, k, 6', [-0.1726655, 0.0545234, 1.0]], ['2, k, 7', [-0.1828308, 0.02481855, 1.0]], ['2, k, 8', [0.2072328, 0.5427273, 1.0]], ['2, k, 9', [0.2302805, 0.2600401, 1.0]], ['2, k, 10', [0.2828924, 0.02880794, 1.0]], ['2, k, 11', [0.301373, 0.01250927, 1.0]], ['2, k, 12', [-0.02283669, 0.02513138, 1.0]], ['2, k, 13', [-0.05807013, -0.377852, 1.0]], ['2, k, 14', [-0.05331045, -0.6916197, 1.0]], ['2, k, 15', [-0.08931041, -0.7458004, 1.0]], ['2, k, 16', [0.119842, 0.0226185, 1.0]], ['2, k, 17', [0.159983, -0.4324602, 1.0]], ['2, k, 18', [0.2386837, -0.7106568, 1.0]], ['2, k, 19', [0.2190784, -0.7483059, 1.0]], ['2, k, 20', [0.03656787, 0.5577844, 1.0]], ['2, k, 21', [-0.2023663, -0.01427552, 1.0]], ['2, k, 22', [-0.2121626, 0.04200505, 1.0]], ['2, k, 23', [0.3136568, -0.02747234, 1.0]], ['2, k, 24', [0.2684294, 0.02514512, 1.0]]]
[['2, k, 0', [0.04958915, 0.02417063, 1.0]], ['2, k, 1', [0.04207935, 0.3337244, 1.0]], ['2, k, 2', [0.03453173, 0.6299992, 1.0]], ['2, k, 3', [0.02067659, 0.7434741, 1.0]], ['2, k, 4', [-0.1286136, 0.5218197, 1.0]], ['2, k, 5', [-0.170233, 0.2649604, 1.0]], ['2, k, 6', [-0.1727264, 0.05475804, 1.0]], ['2, k, 7', [-0.1820636, 0.02454102, 1.0]], ['2, k, 8', [0.2065559, 0.5426329, 1.0]], ['2, k, 9', [0.2315578, 0.2595821, 1.0]], ['2, k, 10', [0.2755631, 0.04901988, 1.0]], ['2, k, 11', [0.2819502, 0.03183429, 1.0]], ['2, k, 12', [-0.02272048, 0.02506325, 1.0]], ['2, k, 13', [-0.05849689, -0.3782455, 1.0]], ['2, k, 14', [-0.05919817, -0.6933751, 1.0]], ['2, k, 15', [-0.08929581, -0.745737, 1.0]], ['2, k, 16', [0.1199374, 0.02233506, 1.0]], ['2, k, 17', [0.1597426, -0.4328504, 1.0]], ['2, k, 18', [0.238808, -0.7107281, 1.0]], ['2, k, 19', [0.2186437, -0.7482375, 1.0]], ['2, k, 20', [0.03642908, 0.5578457, 1.0]], ['2, k, 21', [-0.1919715, -0.01071411, 1.0]], ['2, k, 22', [-0.197125, 0.05275036, 1.0]], ['2, k, 23', [0.3289136, -0.003607332, 1.0]], ['2, k, 24', [0.260918, 0.03148172, 1.0]]]
[['2, k, 0', [0.04943797, 0.02414576, 1.0]], ['2, k, 1', [0.041844, 0.3337702, 1.0]], ['2, k, 2', [0.03421423, 0.630143, 1.0]], ['2, k, 3', [0.02041438, 0.7440215, 1.0]], ['2, k, 4', [-0.128739, 0.5218334, 1.0]], ['2, k, 5', [-0.1708697, 0.2659434, 1.0]], ['2, k, 6', [-0.1727857, 0.05500064, 1.0]], ['2, k, 7', [-0.1820807, 0.02488302, 1.0]], ['2, k, 8', [0.2057616, 0.5423627, 1.0]], ['2, k, 9', [0.2352061, 0.2573129, 1.0]], ['2, k, 10', [0.2857124, 0.02060119, 1.0]], ['2, k, 11', [0.303027, 0.00792026, 1.0]], ['2, k, 12', [-0.02288266, 0.02501439, 1.0]], ['2, k, 13', [-0.05848337, -0.3782436, 1.0]], ['2, k, 14', [-0.05771128, -0.6922894, 1.0]], ['2, k, 15', [-0.08920867, -0.7455622, 1.0]], ['2, k, 16', [0.1198063, 0.02233649, 1.0]], ['2, k, 17', [0.1593989, -0.4345773, 1.0]], ['2, k, 18', [0.2405196, -0.7111062, 1.0]], ['2, k, 19', [0.2182732, -0.7481984, 1.0]], ['2, k, 20', [0.03613223, 0.5579631, 1.0]], ['2, k, 21', [-0.1964028, -0.02054975, 1.0]], ['2, k, 22', [-0.2109996, 0.04260744, 1.0]], ['2, k, 23', [0.2977064, -0.08737117, 1.0]], ['2, k, 24', [0.2713806, 0.004470821, 1.0]]]
[['2, k, 0', [0.04908539, 0.02418807, 1.0]], ['2, k, 1', [0.0412434, 0.3339833, 1.0]], ['2, k, 2', [0.0333402, 0.6305795, 1.0]], ['2, k, 3', [0.01990842, 0.7442015, 1.0]], ['2, k, 4', [-0.1288525, 0.5219771, 1.0]], ['2, k, 5', [-0.1715126, 0.2666439, 1.0]], ['2, k, 6', [-0.1728284, 0.05556408, 1.0]], ['2, k, 7', [-0.1821639, 0.02420868, 1.0]], ['2, k, 8', [0.204492, 0.5434522, 1.0]], ['2, k, 9', [0.241571, 0.2577946, 1.0]], ['2, k, 10', [0.2901051, 0.01471374, 1.0]], ['2, k, 11', [0.3097614, -0.001362682, 1.0]], ['2, k, 12', [-0.02319519, 0.02500031, 1.0]], ['2, k, 13', [-0.05878921, -0.3783572, 1.0]], ['2, k, 14', [-0.05764136, -0.6921228, 1.0]], ['2, k, 15', [-0.08917984, -0.7455378, 1.0]], ['2, k, 16', [0.1194278, 0.0224417, 1.0]], ['2, k, 17', [0.1593853, -0.4347709, 1.0]], ['2, k, 18', [0.2213952, -0.7049646, 1.0]], ['2, k, 19', [0.2300439, -0.7440308, 1.0]], ['2, k, 20', [0.03532839, 0.5583398, 1.0]], ['2, k, 21', [-0.1996478, -0.01947585, 1.0]], ['2, k, 22', [-0.1980644, 0.0417954, 1.0]], ['2, k, 23', [0.2970695, -0.09523006, 1.0]], ['2, k, 24', [0.2741768, -0.01241771, 1.0]]]
