[['2, k, 0', [0.00168018, -0.41605, 1.0]], ['2, k, 1', [-0.00683684, -0.115051, 1.0]], ['2, k, 2', [-0.0151593, 0.180513, 1.0]], ['2, k, 3', [0.00979424, 0.331502, 1.0]], ['2, k, 4', [-0.167775, 0.0946215, 1.0]], ['2, k, 5', [-0.250431, -0.158849, 1.0]], ['2, k, 6', [-0.333758, -0.392787, 1.0]], ['2, k, 7', [-0.35152, -0.443047, 1.0]], ['2, k, 8', [0.15722, 0.0822704, 1.0]], ['2, k, 9', [0.247591, -0.161193, 1.0]], ['2, k, 10', [0.333771, -0.384439, 1.0]], ['2, k, 11', [0.34179, -0.444839, 1.0]], ['2, k, 12', [-0.0722478, -0.408711, 1.0]], ['2, k, 13', [-0.111811, -0.856371, 1.0]], ['2, k, 14', [-0.124337, -1.22106, 1.0]], ['2, k, 15', [-0.0668204, -1.27016, 1.0]], ['2, k, 16', [0.0755637, -0.414283, 1.0]], ['2, k, 17', [0.107907, -0.85138, 1.0]], ['2, k, 18', [0.144618, -1.20231, 1.0]], ['2, k, 19', [0.159123, -1.25886, 1.0]], ['2, k, 20', [-0.013107, 0.107359, 1.0]], ['2, k, 21', [-0.380978, -0.481755, 1.0]], ['2, k, 22', [-0.281852, -0.461552, 1.0]], ['2, k, 23', [0.384911, -0.487725, 1.0]], ['2, k, 24', [0.374831, -0.410559, 1.0]]]
[['2, k, 0', [0.00105749, -0.369196, 1.0]], ['2, k, 1', [0.00329353, -0.0923321, 1.0]], ['2, k, 2', [0.00583968, 0.182372, 1.0]], ['2, k, 3', [-0.0022903, 0.318964, 1.0]], ['2, k, 4', [-0.140628, 0.140881, 1.0]], ['2, k, 5', [-0.288602, 0.393707, 1.0]], ['2, k, 6', [-0.36586, 0.635699, 1.0]], ['2, k, 7', [-0.378324, 0.69921, 1.0]], ['2, k, 8', [0.111476, 0.10527, 1.0]], ['2, k, 9', [0.241691, 0.372893, 1.0]], ['2, k, 10', [0.319516, 0.655871, 1.0]], ['2, k, 11', [0.33764, 0.733991, 1.0]], ['2, k, 12', [-0.0686188, -0.362489, 1.0]], ['2, k, 13', [-0.102795, -0.734903, 1.0]], ['2, k, 14', [-0.137098, -1.11914, 1.0]], ['2, k, 15', [-0.151694, -1.15856, 1.0]], ['2, k, 16', [0.0706666, -0.36503, 1.0]], ['2, k, 17', [0.106401, -0.721344, 1.0]], ['2, k, 18', [0.131979, -1.10263, 1.0]], ['2, k, 19', [0.0960154, -1.18677, 1.0]], ['2, k, 20', [0.00508179, 0.114377, 1.0]], ['2, k, 21', [-0.397761, 0.741608, 1.0]], ['2, k, 22', [-0.29829, 0.722825, 1.0]], ['2, k, 23', [0.386904, 0.783756, 1.0]], ['2, k, 24', [0.260198, 0.759061, 1.0]]]
[['2, k, 0', [0.00103606, -0.369293, 1.0]], ['2, k, 1', [0.00314734, -0.0922284, 1.0]], ['2, k, 2', [0.00543188, 0.182581, 1.0]], ['2, k, 3', [-0.0028093, 0.318807, 1.0]], ['2, k, 4', [-0.140107, 0.138884, 1.0]], ['2, k, 5', [-0.287071, 0.395056, 1.0]], ['2, k, 6', [-0.370008, 0.640985, 1.0]], ['2, k, 7', [-0.380977, 0.706667, 1.0]], ['2, k, 8', [0.111388, 0.105041, 1.0]], ['2, k, 9', [0.241212, 0.374349, 1.0]], ['2, k, 10', [0.316921, 0.649156, 1.0]], ['2, k, 11', [0.335561, 0.740751, 1.0]], ['2, k, 12', [-0.0686312, -0.362895, 1.0]], ['2, k, 13', [-0.10246, -0.734642, 1.0]], ['2, k, 14', [-0.136533, -1.12004, 1.0]], ['2, k, 15', [-0.158405, -1.19656, 1.0]], ['2, k, 16', [0.070573, -0.36538, 1.0]], ['2, k, 17', [0.106079, -0.720153, 1.0]], ['2, k, 18', [0.132202, -1.10236, 1.0]], ['2, k, 19', [0.0540593, -1.16336, 1.0]], ['2, k, 20', [0.00475885, 0.11456, 1.0]], ['2, k, 21', [-0.401795, 0.752286, 1.0]], ['2, k, 22', [-0.298906, 0.732736, 1.0]], ['2, k, 23', [0.391014, 0.798604, 1.0]], ['2, k, 24', [0.264384, 0.766097, 1.0]]]
[['2, k, 0', [0.000583396, -0.37016, 1.0]], ['2, k, 1', [0.003148, -0.0925113, 1.0]], ['2, k, 2', [0.00583611, 0.182294, 1.0]], ['2, k, 3', [-0.00310319, 0.318522, 1.0]], ['2, k, 4', [-0.140112, 0.139101, 1.0]], ['2, k, 5', [-0.286984, 0.397005, 1.0]], ['2, k, 6', [-0.363364, 0.633185, 1.0]], ['2, k, 7', [-0.380235, 0.698423, 1.0]], ['2, k, 8', [0.112704, 0.105316, 1.0]], ['2, k, 9', [0.241394, 0.375905, 1.0]], ['2, k, 10', [0.311684, 0.667252, 1.0]], ['2, k, 11', [0.332281, 0.737432, 1.0]], ['2, k, 12', [-0.0695234, -0.363802, 1.0]], ['2, k, 13', [-0.102093, -0.735051, 1.0]], ['2, k, 14', [-0.136765, -1.11205, 1.0]], ['2, k, 15', [-0.150827, -1.15159, 1.0]], ['2, k, 16', [0.0699895, -0.368087, 1.0]], ['2, k, 17', [0.106106, -0.720126, 1.0]], ['2, k, 18', [0.132116, -1.10232, 1.0]], ['2, k, 19', [0.115456, -1.14198, 1.0]], ['2, k, 20', [0.00506265, 0.114266, 1.0]], ['2, k, 21', [-0.418705, 0.748569, 1.0]], ['2, k, 22', [-0.302105, 0.737954, 1.0]], ['2, k, 23', [0.380173, 0.800489, 1.0]], ['2, k, 24', [0.269025, 0.770401, 1.0]]]
[['2, k, 0', [0.00134095, -0.385564, 1.0]], ['2, k, 1', [0.00272386, -0.0953997, 1.0]], ['2, k, 2', [0.00467936, 0.183321, 1.0]], ['2, k, 3', [-0.00359306, 0.319662, 1.0]], ['2, k, 4', [-0.13986, 0.139403, 1.0]], ['2, k, 5', [-0.286874, 0.398518, 1.0]], ['2, k, 6', [-0.363078, 0.635286, 1.0]], ['2, k, 7', [-0.380398, 0.705657, 1.0]], ['2, k, 8', [0.112559, 0.105352, 1.0]], ['2, k, 9', [0.242131, 0.376348, 1.0]], ['2, k, 10', [0.309799, 0.668265, 1.0]], ['2, k, 11', [0.332787, 0.745093, 1.0]], ['2, k, 12', [-0.0716533, -0.384632, 1.0]], ['2, k, 13', [-0.101496, -0.736886, 1.0]], ['2, k, 14', [-0.136635, -1.10769, 1.0]], ['2, k, 15', [-0.150937, -1.14733, 1.0]], ['2, k, 16', [0.0737995, -0.383125, 1.0]], ['2, k, 17', [0.106215, -0.716702, 1.0]], ['2, k, 18', [0.131947, -1.10233, 1.0]], ['2, k, 19', [0.115049, -1.14205, 1.0]], ['2, k, 20', [0.00422829, 0.114368, 1.0]], ['2, k, 21', [-0.426272, 0.757317, 1.0]], ['2, k, 22', [-0.304306, 0.739428, 1.0]], ['2, k, 23', [0.369398, 0.808992, 1.0]], ['2, k, 24', [0.26705, 0.773233, 1.0]]]
[['2, k, 0', [-0.00104846, -0.365511, 1.0]], ['2, k, 1', [0.00139762, -0.0904756, 1.0]], ['2, k, 2', [0.00341629, 0.184648, 1.0]], ['2, k, 3', [-0.00658551, 0.318214, 1.0]], ['2, k, 4', [-0.139838, 0.139872, 1.0]], ['2, k, 5', [-0.28729, 0.4006, 1.0]], ['2, k, 6', [-0.370851, 0.646806, 1.0]], ['2, k, 7', [-0.382438, 0.716729, 1.0]], ['2, k, 8', [0.112154, 0.105911, 1.0]], ['2, k, 9', [0.241978, 0.377492, 1.0]], ['2, k, 10', [0.31326, 0.668467, 1.0]], ['2, k, 11', [0.333038, 0.751991, 1.0]], ['2, k, 12', [-0.0697176, -0.350131, 1.0]], ['2, k, 13', [-0.100657, -0.751288, 1.0]], ['2, k, 14', [-0.136537, -1.10767, 1.0]], ['2, k, 15', [-0.150996, -1.14751, 1.0]], ['2, k, 16', [0.0680745, -0.364949, 1.0]], ['2, k, 17', [0.106201, -0.716691, 1.0]], ['2, k, 18', [0.132084, -1.10226, 1.0]], ['2, k, 19', [0.115029, -1.14219, 1.0]], ['2, k, 20', [0.00298496, 0.116355, 1.0]], ['2, k, 21', [-0.411733, 0.766818, 1.0]], ['2, k, 22', [-0.314302, 0.744867, 1.0]], ['2, k, 23', [0.370078, 0.807665, 1.0]], ['2, k, 24', [0.243413, 0.7757, 1.0]]]
[['2, k, 0', [-0.00115779, -0.365683, 1.0]], ['2, k, 1', [0.00132096, -0.0902326, 1.0]], ['2, k, 2', [0.00338798, 0.185177, 1.0]], ['2, k, 3', [-0.00735754, 0.317981, 1.0]], ['2, k, 4', [-0.139673, 0.140386, 1.0]], ['2, k, 5', [-0.286538, 0.39528, 1.0]], ['2, k, 6', [-0.37199, 0.650774, 1.0]], ['2, k, 7', [-0.384734, 0.720026, 1.0]], ['2, k, 8', [0.111491, 0.104953, 1.0]], ['2, k, 9', [0.241032, 0.377136, 1.0]], ['2, k, 10', [0.312773, 0.66788, 1.0]], ['2, k, 11', [0.332673, 0.751708, 1.0]], ['2, k, 12', [-0.0699992, -0.353876, 1.0]], ['2, k, 13', [-0.101268, -0.743585, 1.0]], ['2, k, 14', [-0.136713, -1.10838, 1.0]], ['2, k, 15', [-0.151612, -1.14826, 1.0]], ['2, k, 16', [0.0673583, -0.365496, 1.0]], ['2, k, 17', [0.105972, -0.716658, 1.0]], ['2, k, 18', [0.132016, -1.10189, 1.0]], ['2, k, 19', [0.087103, -1.18513, 1.0]], ['2, k, 20', [0.00292425, 0.116851, 1.0]], ['2, k, 21', [-0.406372, 0.767567, 1.0]], ['2, k, 22', [-0.316223, 0.749403, 1.0]], ['2, k, 23', [0.373363, 0.814702, 1.0]], ['2, k, 24', [0.241666, 0.775486, 1.0]]]
[['2, k, 0', [-0.00238689, -0.357508, 1.0]], ['2, k, 1', [0.000862616, -0.0874351, 1.0]], ['2, k, 2', [0.0033268, 0.184576, 1.0]], ['2, k, 3', [-0.00809279, 0.317611, 1.0]], ['2, k, 4', [-0.1406, 0.14437, 1.0]], ['2, k, 5', [-0.288347, 0.397116, 1.0]], ['2, k, 6', [-0.37169, 0.657395, 1.0]], ['2, k, 7', [-0.378584, 0.722151, 1.0]], ['2, k, 8', [0.109036, 0.105756, 1.0]], ['2, k, 9', [0.241865, 0.37659, 1.0]], ['2, k, 10', [0.315669, 0.665873, 1.0]], ['2, k, 11', [0.333285, 0.752572, 1.0]], ['2, k, 12', [-0.069509, -0.347899, 1.0]], ['2, k, 13', [-0.10122, -0.743546, 1.0]], ['2, k, 14', [-0.136963, -1.11085, 1.0]], ['2, k, 15', [-0.154385, -1.15078, 1.0]], ['2, k, 16', [0.0639571, -0.356102, 1.0]], ['2, k, 17', [0.105918, -0.71546, 1.0]], ['2, k, 18', [0.133919, -1.10288, 1.0]], ['2, k, 19', [0.0892902, -1.18121, 1.0]], ['2, k, 20', [0.00278412, 0.117031, 1.0]], ['2, k, 21', [-0.38754, 0.775763, 1.0]], ['2, k, 22', [-0.289434, 0.751473, 1.0]], ['2, k, 23', [0.369417, 0.816115, 1.0]], ['2, k, 24', [0.245772, 0.777224, 1.0]]]
[['2, k, 0', [-0.00251516, -0.357885, 1.0]], ['2, k, 1', [0.000749727, -0.0872809, 1.0]], ['2, k, 2', [0.0032486, 0.184721, 1.0]], ['2, k, 3', [-0.00871294, 0.317529, 1.0]], ['2, k, 4', [-0.14319, 0.158031, 1.0]], ['2, k, 5', [-0.288721, 0.397981, 1.0]], ['2, k, 6', [-0.370252, 0.659592, 1.0]], ['2, k, 7', [-0.382316, 0.723736, 1.0]], ['2, k, 8', [0.108833, 0.106197, 1.0]], ['2, k, 9', [0.242026, 0.376868, 1.0]], ['2, k, 10', [0.313118, 0.665369, 1.0]], ['2, k, 11', [0.333687, 0.763236, 1.0]], ['2, k, 12', [-0.0695671, -0.349112, 1.0]], ['2, k, 13', [-0.101407, -0.74328, 1.0]], ['2, k, 14', [-0.13647, -1.1078, 1.0]], ['2, k, 15', [-0.155792, -1.14778, 1.0]], ['2, k, 16', [0.0635308, -0.357509, 1.0]], ['2, k, 17', [0.106248, -0.715773, 1.0]], ['2, k, 18', [0.133736, -1.10327, 1.0]], ['2, k, 19', [0.111802, -1.14334, 1.0]], ['2, k, 20', [0.00267352, 0.117227, 1.0]], ['2, k, 21', [-0.425646, 0.772632, 1.0]], ['2, k, 22', [-0.304994, 0.752299, 1.0]], ['2, k, 23', [0.378511, 0.813743, 1.0]], ['2, k, 24', [0.251179, 0.783467, 1.0]]]
[['2, k, 0', [-0.00255739, -0.357903, 1.0]], ['2, k, 1', [0.000683856, -0.0870713, 1.0]], ['2, k, 2', [0.0032359, 0.184718, 1.0]], ['2, k, 3', [-0.00879968, 0.317371, 1.0]], ['2, k, 4', [-0.143635, 0.161296, 1.0]], ['2, k, 5', [-0.288458, 0.398083, 1.0]], ['2, k, 6', [-0.363858, 0.631585, 1.0]], ['2, k, 7', [-0.382614, 0.720828, 1.0]], ['2, k, 8', [0.108275, 0.106138, 1.0]], ['2, k, 9', [0.242646, 0.376096, 1.0]], ['2, k, 10', [0.311939, 0.664128, 1.0]], ['2, k, 11', [0.329105, 0.762133, 1.0]], ['2, k, 12', [-0.0694461, -0.348947, 1.0]], ['2, k, 13', [-0.10204, -0.742813, 1.0]], ['2, k, 14', [-0.136671, -1.10935, 1.0]], ['2, k, 15', [-0.156767, -1.14935, 1.0]], ['2, k, 16', [0.0633246, -0.357906, 1.0]], ['2, k, 17', [0.106299, -0.715823, 1.0]], ['2, k, 18', [0.133686, -1.10337, 1.0]], ['2, k, 19', [0.0890325, -1.18295, 1.0]], ['2, k, 20', [0.00263646, 0.117319, 1.0]], ['2, k, 21', [-0.415773, 0.774771, 1.0]], ['2, k, 22', [-0.305806, 0.753377, 1.0]], ['2, k, 23', [0.364379, 0.81695, 1.0]], ['2, k, 24', [0.247883, 0.783047, 1.0]]]
[['2, k, 0', [-0.00351795, -0.357064, 1.0]], ['2, k, 1', [3.43209e-06, -0.0859671, 1.0]], ['2, k, 2', [0.00303043, 0.184995, 1.0]], ['2, k, 3', [-0.00890263, 0.317361, 1.0]], ['2, k, 4', [-0.144672, 0.163253, 1.0]], ['2, k, 5', [-0.28825, 0.396817, 1.0]], ['2, k, 6', [-0.363596, 0.630593, 1.0]], ['2, k, 7', [-0.38668, 0.721625, 1.0]], ['2, k, 8', [0.107322, 0.105784, 1.0]], ['2, k, 9', [0.242241, 0.375266, 1.0]], ['2, k, 10', [0.314868, 0.662145, 1.0]], ['2, k, 11', [0.329446, 0.760581, 1.0]], ['2, k, 12', [-0.0708055, -0.346519, 1.0]], ['2, k, 13', [-0.101825, -0.741249, 1.0]], ['2, k, 14', [-0.143677, -1.11597, 1.0]], ['2, k, 15', [-0.164658, -1.15596, 1.0]], ['2, k, 16', [0.0604115, -0.35643, 1.0]], ['2, k, 17', [0.107079, -0.719547, 1.0]], ['2, k, 18', [0.132623, -1.10778, 1.0]], ['2, k, 19', [0.0871038, -1.18725, 1.0]], ['2, k, 20', [0.0023371, 0.117765, 1.0]], ['2, k, 21', [-0.416095, 0.775944, 1.0]], ['2, k, 22', [-0.313588, 0.755061, 1.0]], ['2, k, 23', [0.373867, 0.810103, 1.0]], ['2, k, 24', [0.248004, 0.784612, 1.0]]]
[['2, k, 0', [-0.00369467, -0.358125, 1.0]], ['2, k, 1', [-0.0007399, -0.0866295, 1.0]], ['2, k, 2', [0.00109752, 0.183499, 1.0]], ['2, k, 3', [-0.00880379, 0.315194, 1.0]], ['2, k, 4', [-0.144407, 0.162539, 1.0]], ['2, k, 5', [-0.289133, 0.3986, 1.0]], ['2, k, 6', [-0.365621, 0.630488, 1.0]], ['2, k, 7', [-0.39134, 0.71863, 1.0]], ['2, k, 8', [0.106738, 0.105677, 1.0]], ['2, k, 9', [0.243134, 0.374091, 1.0]], ['2, k, 10', [0.295414, 0.662187, 1.0]], ['2, k, 11', [0.333522, 0.743946, 1.0]], ['2, k, 12', [-0.0709419, -0.348183, 1.0]], ['2, k, 13', [-0.101846, -0.740719, 1.0]], ['2, k, 14', [-0.142016, -1.11724, 1.0]], ['2, k, 15', [-0.16291, -1.15713, 1.0]], ['2, k, 16', [0.0607958, -0.358558, 1.0]], ['2, k, 17', [0.107147, -0.719495, 1.0]], ['2, k, 18', [0.132278, -1.10701, 1.0]], ['2, k, 19', [0.0867845, -1.18779, 1.0]], ['2, k, 20', [0.000775606, 0.116574, 1.0]], ['2, k, 21', [-0.417398, 0.774451, 1.0]], ['2, k, 22', [-0.313423, 0.751757, 1.0]], ['2, k, 23', [0.385079, 0.807374, 1.0]], ['2, k, 24', [0.28884, 0.792248, 1.0]]]
[['2, k, 0', [-0.00367506, -0.351969, 1.0]], ['2, k, 1', [-0.000181387, -0.083225, 1.0]], ['2, k, 2', [0.0018518, 0.184203, 1.0]], ['2, k, 3', [-0.00783129, 0.315471, 1.0]], ['2, k, 4', [-0.144721, 0.163664, 1.0]], ['2, k, 5', [-0.290623, 0.399256, 1.0]], ['2, k, 6', [-0.371182, 0.653181, 1.0]], ['2, k, 7', [-0.390143, 0.722149, 1.0]], ['2, k, 8', [0.106481, 0.105919, 1.0]], ['2, k, 9', [0.243837, 0.373762, 1.0]], ['2, k, 10', [0.31763, 0.618543, 1.0]], ['2, k, 11', [0.337295, 0.74105, 1.0]], ['2, k, 12', [-0.0693444, -0.341909, 1.0]], ['2, k, 13', [-0.102174, -0.740476, 1.0]], ['2, k, 14', [-0.14381, -1.11912, 1.0]], ['2, k, 15', [-0.165086, -1.15897, 1.0]], ['2, k, 16', [0.0603926, -0.352956, 1.0]], ['2, k, 17', [0.107856, -0.719275, 1.0]], ['2, k, 18', [0.132354, -1.10697, 1.0]], ['2, k, 19', [0.0915213, -1.18762, 1.0]], ['2, k, 20', [0.00149085, 0.117726, 1.0]], ['2, k, 21', [-0.419999, 0.773974, 1.0]], ['2, k, 22', [-0.315739, 0.753794, 1.0]], ['2, k, 23', [0.376511, 0.808359, 1.0]], ['2, k, 24', [0.291792, 0.789589, 1.0]]]
[['2, k, 0', [-0.0041734, -0.353838, 1.0]], ['2, k, 1', [-0.000187828, -0.0832823, 1.0]], ['2, k, 2', [0.00238584, 0.184776, 1.0]], ['2, k, 3', [-0.00779423, 0.316142, 1.0]], ['2, k, 4', [-0.145337, 0.164496, 1.0]], ['2, k, 5', [-0.290519, 0.399004, 1.0]], ['2, k, 6', [-0.371087, 0.645293, 1.0]], ['2, k, 7', [-0.386746, 0.71961, 1.0]], ['2, k, 8', [0.102147, 0.106996, 1.0]], ['2, k, 9', [0.243904, 0.372179, 1.0]], ['2, k, 10', [0.306228, 0.656716, 1.0]], ['2, k, 11', [0.332398, 0.743662, 1.0]], ['2, k, 12', [-0.0699366, -0.344981, 1.0]], ['2, k, 13', [-0.100555, -0.736807, 1.0]], ['2, k, 14', [-0.137896, -1.12499, 1.0]], ['2, k, 15', [-0.137185, -1.2005, 1.0]], ['2, k, 16', [0.0602234, -0.354352, 1.0]], ['2, k, 17', [0.107532, -0.71572, 1.0]], ['2, k, 18', [0.13274, -1.10286, 1.0]], ['2, k, 19', [0.0925156, -1.18351, 1.0]], ['2, k, 20', [0.00180275, 0.118088, 1.0]], ['2, k, 21', [-0.405003, 0.777013, 1.0]], ['2, k, 22', [-0.303683, 0.753086, 1.0]], ['2, k, 23', [0.379616, 0.809602, 1.0]], ['2, k, 24', [0.247661, 0.776936, 1.0]]]
[['2, k, 0', [-0.00416197, -0.353095, 1.0]], ['2, k, 1', [-0.000233922, -0.0832772, 1.0]], ['2, k, 2', [0.00215577, 0.183655, 1.0]], ['2, k, 3', [-0.00774006, 0.31489, 1.0]], ['2, k, 4', [-0.145402, 0.165282, 1.0]], ['2, k, 5', [-0.293285, 0.401629, 1.0]], ['2, k, 6', [-0.372216, 0.638839, 1.0]], ['2, k, 7', [-0.387908, 0.712882, 1.0]], ['2, k, 8', [0.102131, 0.107048, 1.0]], ['2, k, 9', [0.24424, 0.371922, 1.0]], ['2, k, 10', [0.308525, 0.656548, 1.0]], ['2, k, 11', [0.333802, 0.740238, 1.0]], ['2, k, 12', [-0.0688908, -0.34495, 1.0]], ['2, k, 13', [-0.101529, -0.737743, 1.0]], ['2, k, 14', [-0.136997, -1.12588, 1.0]], ['2, k, 15', [-0.0779419, -1.19434, 1.0]], ['2, k, 16', [0.0600143, -0.352259, 1.0]], ['2, k, 17', [0.107557, -0.71581, 1.0]], ['2, k, 18', [0.132652, -1.10315, 1.0]], ['2, k, 19', [0.0718503, -1.18556, 1.0]], ['2, k, 20', [0.0016387, 0.117543, 1.0]], ['2, k, 21', [-0.421677, 0.769545, 1.0]], ['2, k, 22', [-0.307383, 0.7498, 1.0]], ['2, k, 23', [0.370042, 0.804107, 1.0]], ['2, k, 24', [0.235271, 0.775024, 1.0]]]
[['2, k, 0', [-0.00415134, -0.353087, 1.0]], ['2, k, 1', [-0.000356851, -0.0833992, 1.0]], ['2, k, 2', [0.00175109, 0.182641, 1.0]], ['2, k, 3', [-0.0079822, 0.31338, 1.0]], ['2, k, 4', [-0.145345, 0.164754, 1.0]], ['2, k, 5', [-0.294003, 0.403362, 1.0]], ['2, k, 6', [-0.373355, 0.635979, 1.0]], ['2, k, 7', [-0.389818, 0.717483, 1.0]], ['2, k, 8', [0.0999325, 0.107063, 1.0]], ['2, k, 9', [0.244262, 0.370476, 1.0]], ['2, k, 10', [0.309579, 0.654806, 1.0]], ['2, k, 11', [0.333562, 0.739637, 1.0]], ['2, k, 12', [-0.0688446, -0.345281, 1.0]], ['2, k, 13', [-0.101816, -0.737098, 1.0]], ['2, k, 14', [-0.136861, -1.12522, 1.0]], ['2, k, 15', [-0.141824, -1.20146, 1.0]], ['2, k, 16', [0.0602152, -0.351793, 1.0]], ['2, k, 17', [0.107391, -0.716249, 1.0]], ['2, k, 18', [0.133532, -1.10351, 1.0]], ['2, k, 19', [0.108647, -1.14341, 1.0]], ['2, k, 20', [0.00130719, 0.116839, 1.0]], ['2, k, 21', [-0.407355, 0.775315, 1.0]], ['2, k, 22', [-0.313536, 0.751662, 1.0]], ['2, k, 23', [0.374643, 0.806789, 1.0]], ['2, k, 24', [0.285445, 0.789133, 1.0]]]
[['2, k, 0', [-0.00438318, -0.354689, 1.0]], ['2, k, 1', [-0.000673919, -0.0841552, 1.0]], ['2, k, 2', [0.00155075, 0.182232, 1.0]], ['2, k, 3', [-0.00895364, 0.312427, 1.0]], ['2, k, 4', [-0.145582, 0.165166, 1.0]], ['2, k, 5', [-0.29262, 0.399358, 1.0]], ['2, k, 6', [-0.373547, 0.635468, 1.0]], ['2, k, 7', [-0.39039, 0.716949, 1.0]], ['2, k, 8', [0.0987465, 0.107083, 1.0]], ['2, k, 9', [0.24408, 0.36984, 1.0]], ['2, k, 10', [0.309257, 0.654678, 1.0]], ['2, k, 11', [0.332869, 0.737893, 1.0]], ['2, k, 12', [-0.0695448, -0.348229, 1.0]], ['2, k, 13', [-0.101966, -0.736852, 1.0]], ['2, k, 14', [-0.135932, -1.12201, 1.0]], ['2, k, 15', [-0.0788574, -1.19238, 1.0]], ['2, k, 16', [0.0602476, -0.354716, 1.0]], ['2, k, 17', [0.107004, -0.718644, 1.0]], ['2, k, 18', [0.132871, -1.10536, 1.0]], ['2, k, 19', [0.107762, -1.14523, 1.0]], ['2, k, 20', [0.00106948, 0.116344, 1.0]], ['2, k, 21', [-0.404744, 0.776723, 1.0]], ['2, k, 22', [-0.312736, 0.750787, 1.0]], ['2, k, 23', [0.378178, 0.808431, 1.0]], ['2, k, 24', [0.287214, 0.788296, 1.0]]]
[['2, k, 0', [-0.00411446, -0.353359, 1.0]], ['2, k, 1', [-0.000670838, -0.0841609, 1.0]], ['2, k, 2', [0.00160984, 0.180346, 1.0]], ['2, k, 3', [-0.0080547, 0.310193, 1.0]], ['2, k, 4', [-0.145031, 0.163074, 1.0]], ['2, k, 5', [-0.294204, 0.400271, 1.0]], ['2, k, 6', [-0.372663, 0.634978, 1.0]], ['2, k, 7', [-0.390495, 0.716368, 1.0]], ['2, k, 8', [0.0990625, 0.107445, 1.0]], ['2, k, 9', [0.244605, 0.369967, 1.0]], ['2, k, 10', [0.319764, 0.650501, 1.0]], ['2, k, 11', [0.328244, 0.755011, 1.0]], ['2, k, 12', [-0.0691586, -0.346427, 1.0]], ['2, k, 13', [-0.102107, -0.737625, 1.0]], ['2, k, 14', [-0.138366, -1.12138, 1.0]], ['2, k, 15', [-0.160419, -1.16107, 1.0]], ['2, k, 16', [0.0605476, -0.353469, 1.0]], ['2, k, 17', [0.106986, -0.718302, 1.0]], ['2, k, 18', [0.133701, -1.10477, 1.0]], ['2, k, 19', [0.0865479, -1.19043, 1.0]], ['2, k, 20', [0.00110279, 0.11523, 1.0]], ['2, k, 21', [-0.416844, 0.769774, 1.0]], ['2, k, 22', [-0.316064, 0.750952, 1.0]], ['2, k, 23', [0.368312, 0.805569, 1.0]], ['2, k, 24', [0.251569, 0.784332, 1.0]]]
[['2, k, 0', [-0.00446073, -0.357179, 1.0]], ['2, k, 1', [-0.000977883, -0.0857614, 1.0]], ['2, k, 2', [0.00151896, 0.179987, 1.0]], ['2, k, 3', [-0.00873478, 0.30885, 1.0]], ['2, k, 4', [-0.145271, 0.16257, 1.0]], ['2, k, 5', [-0.294142, 0.400204, 1.0]], ['2, k, 6', [-0.373089, 0.634578, 1.0]], ['2, k, 7', [-0.389278, 0.716607, 1.0]], ['2, k, 8', [0.0990981, 0.107418, 1.0]], ['2, k, 9', [0.244738, 0.369862, 1.0]], ['2, k, 10', [0.319076, 0.6514, 1.0]], ['2, k, 11', [0.328167, 0.755188, 1.0]], ['2, k, 12', [-0.0701285, -0.350662, 1.0]], ['2, k, 13', [-0.102023, -0.738711, 1.0]], ['2, k, 14', [-0.138275, -1.12121, 1.0]], ['2, k, 15', [-0.160329, -1.16093, 1.0]], ['2, k, 16', [0.0608568, -0.356711, 1.0]], ['2, k, 17', [0.107228, -0.718414, 1.0]], ['2, k, 18', [0.134071, -1.10179, 1.0]], ['2, k, 19', [0.109388, -1.14171, 1.0]], ['2, k, 20', [0.000954477, 0.114567, 1.0]], ['2, k, 21', [-0.415233, 0.769792, 1.0]], ['2, k, 22', [-0.31134, 0.751686, 1.0]], ['2, k, 23', [0.373785, 0.805229, 1.0]], ['2, k, 24', [0.25374, 0.782022, 1.0]]]
[['2, k, 0', [-0.00446373, -0.357183, 1.0]], ['2, k, 1', [-0.00146487, -0.0855403, 1.0]], ['2, k, 2', [-7.08738e-05, 0.181122, 1.0]], ['2, k, 3', [-0.00918203, 0.308342, 1.0]], ['2, k, 4', [-0.145131, 0.161811, 1.0]], ['2, k, 5', [-0.292387, 0.393404, 1.0]], ['2, k, 6', [-0.37334, 0.634467, 1.0]], ['2, k, 7', [-0.39083, 0.714575, 1.0]], ['2, k, 8', [0.0998797, 0.107358, 1.0]], ['2, k, 9', [0.245072, 0.370049, 1.0]], ['2, k, 10', [0.3164, 0.61215, 1.0]], ['2, k, 11', [0.33424, 0.733848, 1.0]], ['2, k, 12', [-0.0703956, -0.350679, 1.0]], ['2, k, 13', [-0.101437, -0.736262, 1.0]], ['2, k, 14', [-0.136185, -1.10967, 1.0]], ['2, k, 15', [-0.15796, -1.14937, 1.0]], ['2, k, 16', [0.0611284, -0.35668, 1.0]], ['2, k, 17', [0.107614, -0.715186, 1.0]], ['2, k, 18', [0.133716, -1.10133, 1.0]], ['2, k, 19', [0.109333, -1.14114, 1.0]], ['2, k, 20', [-0.000313757, 0.115329, 1.0]], ['2, k, 21', [-0.416892, 0.767905, 1.0]], ['2, k, 22', [-0.314636, 0.751032, 1.0]], ['2, k, 23', [0.37726, 0.801459, 1.0]], ['2, k, 24', [0.295201, 0.786563, 1.0]]]
