[['2, k, 0', [-0.0972923, -0.885206, 1.0]], ['2, k, 1', [-0.0897933, -0.58784, 1.0]], ['2, k, 2', [-0.0819435, -0.293548, 1.0]], ['2, k, 3', [-0.0811642, -0.151796, 1.0]], ['2, k, 4', [-0.259501, -0.361208, 1.0]], ['2, k, 5', [-0.193238, -0.561357, 1.0]], ['2, k, 6', [0.0764687, -0.549019, 1.0]], ['2, k, 7', [0.164959, -0.543111, 1.0]], ['2, k, 8', [0.102711, -0.338548, 1.0]], ['2, k, 9', [0.316498, -0.405306, 1.0]], ['2, k, 10', [0.0487478, -0.469189, 1.0]], ['2, k, 11', [-0.0081928, -0.530648, 1.0]], ['2, k, 12', [-0.178429, -0.878885, 1.0]], ['2, k, 13', [-0.244956, -1.23021, 1.0]], ['2, k, 14', [-0.184937, -1.67713, 1.0]], ['2, k, 15', [-0.0713908, -1.67866, 1.0]], ['2, k, 16', [-0.0136349, -0.868737, 1.0]], ['2, k, 17', [0.0613166, -1.22296, 1.0]], ['2, k, 18', [-0.0212338, -1.67136, 1.0]], ['2, k, 19', [-0.13889, -1.68207, 1.0]], ['2, k, 20', [-0.083972, -0.36674, 1.0]], ['2, k, 21', [0.240784, -0.541913, 1.0]], ['2, k, 22', [0.192257, -0.531706, 1.0]], ['2, k, 23', [0.000604995, -0.538597, 1.0]], ['2, k, 24', [-0.00593156, -0.525473, 1.0]]]
[['2, k, 0', [-0.0999282, -0.871534, 1.0]], ['2, k, 1', [-0.0966821, -0.611507, 1.0]], ['2, k, 2', [-0.0932861, -0.351352, 1.0]], ['2, k, 3', [-0.105418, -0.20298, 1.0]], ['2, k, 4', [-0.278869, -0.403773, 1.0]], ['2, k, 5', [-0.428125, -0.486638, 1.0]], ['2, k, 6', [-0.462884, -0.519088, 1.0]], ['2, k, 7', [-0.437298, -0.541209, 1.0]], ['2, k, 8', [0.0770772, -0.389874, 1.0]], ['2, k, 9', [0.236119, -0.438494, 1.0]], ['2, k, 10', [0.280703, -0.49942, 1.0]], ['2, k, 11', [0.259367, -0.530338, 1.0]], ['2, k, 12', [-0.179005, -0.860976, 1.0]], ['2, k, 13', [-0.21876, -1.16326, 1.0]], ['2, k, 14', [-0.18861, -1.45657, 1.0]], ['2, k, 15', [-0.184863, -1.5068, 1.0]], ['2, k, 16', [-0.0183726, -0.860747, 1.0]], ['2, k, 17', [0.0206576, -1.14662, 1.0]], ['2, k, 18', [-0.00979539, -1.4313, 1.0]], ['2, k, 19', [0.0361094, -1.48905, 1.0]], ['2, k, 20', [-0.0941639, -0.416338, 1.0]], ['2, k, 21', [-0.431825, -0.549041, 1.0]], ['2, k, 22', [-0.36814, -0.541446, 1.0]], ['2, k, 23', [0.259236, -0.540279, 1.0]], ['2, k, 24', [0.20157, -0.533388, 1.0]]]
[['2, k, 0', [-0.100434, -0.868066, 1.0]], ['2, k, 1', [-0.096745, -0.605509, 1.0]], ['2, k, 2', [-0.0925731, -0.343816, 1.0]], ['2, k, 3', [-0.104759, -0.199844, 1.0]], ['2, k, 4', [-0.278163, -0.399221, 1.0]], ['2, k, 5', [-0.427767, -0.479765, 1.0]], ['2, k, 6', [-0.468329, -0.499573, 1.0]], ['2, k, 7', [-0.439618, -0.524995, 1.0]], ['2, k, 8', [0.0772006, -0.385534, 1.0]], ['2, k, 9', [0.236925, -0.436364, 1.0]], ['2, k, 10', [0.283424, -0.479657, 1.0]], ['2, k, 11', [0.260087, -0.514409, 1.0]], ['2, k, 12', [-0.17927, -0.857525, 1.0]], ['2, k, 13', [-0.218251, -1.1633, 1.0]], ['2, k, 14', [-0.189181, -1.45392, 1.0]], ['2, k, 15', [-0.185263, -1.50365, 1.0]], ['2, k, 16', [-0.0191114, -0.857326, 1.0]], ['2, k, 17', [0.0206232, -1.14693, 1.0]], ['2, k, 18', [-0.00898497, -1.43173, 1.0]], ['2, k, 19', [0.0367873, -1.48933, 1.0]], ['2, k, 20', [-0.0936778, -0.409067, 1.0]], ['2, k, 21', [-0.437686, -0.532842, 1.0]], ['2, k, 22', [-0.381102, -0.52552, 1.0]], ['2, k, 23', [0.257895, -0.523203, 1.0]], ['2, k, 24', [0.201232, -0.519266, 1.0]]]
[['2, k, 0', [-0.100804, -0.864769, 1.0]], ['2, k, 1', [-0.0966246, -0.600922, 1.0]], ['2, k, 2', [-0.0918718, -0.338588, 1.0]], ['2, k, 3', [-0.103784, -0.197214, 1.0]], ['2, k, 4', [-0.275509, -0.393118, 1.0]], ['2, k, 5', [-0.428784, -0.470006, 1.0]], ['2, k, 6', [-0.422197, -0.505272, 1.0]], ['2, k, 7', [-0.428969, -0.509186, 1.0]], ['2, k, 8', [0.0773527, -0.382374, 1.0]], ['2, k, 9', [0.241561, -0.423237, 1.0]], ['2, k, 10', [0.285457, -0.472968, 1.0]], ['2, k, 11', [0.262832, -0.499666, 1.0]], ['2, k, 12', [-0.17963, -0.853923, 1.0]], ['2, k, 13', [-0.217859, -1.1629, 1.0]], ['2, k, 14', [-0.190376, -1.45117, 1.0]], ['2, k, 15', [-0.186791, -1.5004, 1.0]], ['2, k, 16', [-0.0194818, -0.854386, 1.0]], ['2, k, 17', [0.0202976, -1.14598, 1.0]], ['2, k, 18', [-0.00887443, -1.43161, 1.0]], ['2, k, 19', [0.0343176, -1.49153, 1.0]], ['2, k, 20', [-0.0931318, -0.403951, 1.0]], ['2, k, 21', [-0.429717, -0.513781, 1.0]], ['2, k, 22', [-0.352624, -0.509703, 1.0]], ['2, k, 23', [0.266518, -0.509235, 1.0]], ['2, k, 24', [0.204359, -0.504483, 1.0]]]
[['2, k, 0', [-0.101041, -0.862036, 1.0]], ['2, k, 1', [-0.096484, -0.598401, 1.0]], ['2, k, 2', [-0.0914529, -0.336552, 1.0]], ['2, k, 3', [-0.102661, -0.194467, 1.0]], ['2, k, 4', [-0.275036, -0.389341, 1.0]], ['2, k, 5', [-0.433638, -0.463178, 1.0]], ['2, k, 6', [-0.428652, -0.481118, 1.0]], ['2, k, 7', [-0.430207, -0.492015, 1.0]], ['2, k, 8', [0.0774431, -0.378557, 1.0]], ['2, k, 9', [0.241624, -0.412481, 1.0]], ['2, k, 10', [0.252656, -0.459467, 1.0]], ['2, k, 11', [0.260433, -0.484664, 1.0]], ['2, k, 12', [-0.17989, -0.851046, 1.0]], ['2, k, 13', [-0.217291, -1.16248, 1.0]], ['2, k, 14', [-0.190504, -1.44848, 1.0]], ['2, k, 15', [-0.186693, -1.4976, 1.0]], ['2, k, 16', [-0.0196933, -0.851858, 1.0]], ['2, k, 17', [0.0201011, -1.14675, 1.0]], ['2, k, 18', [0.000921963, -1.42571, 1.0]], ['2, k, 19', [-0.00878911, -1.482, 1.0]], ['2, k, 20', [-0.0927764, -0.401786, 1.0]], ['2, k, 21', [-0.429225, -0.496552, 1.0]], ['2, k, 22', [-0.359749, -0.493868, 1.0]], ['2, k, 23', [0.265326, -0.49132, 1.0]], ['2, k, 24', [0.194966, -0.49145, 1.0]]]
[['2, k, 0', [-0.101277, -0.860074, 1.0]], ['2, k, 1', [-0.0962009, -0.596282, 1.0]], ['2, k, 2', [-0.0906244, -0.334385, 1.0]], ['2, k, 3', [-0.1016, -0.1925, 1.0]], ['2, k, 4', [-0.273955, -0.386558, 1.0]], ['2, k, 5', [-0.433102, -0.458397, 1.0]], ['2, k, 6', [-0.45658, -0.458025, 1.0]], ['2, k, 7', [-0.432978, -0.476887, 1.0]], ['2, k, 8', [0.0775593, -0.374843, 1.0]], ['2, k, 9', [0.237023, -0.409102, 1.0]], ['2, k, 10', [0.255267, -0.457292, 1.0]], ['2, k, 11', [0.261381, -0.470501, 1.0]], ['2, k, 12', [-0.180103, -0.849037, 1.0]], ['2, k, 13', [-0.216947, -1.16248, 1.0]], ['2, k, 14', [-0.190518, -1.44672, 1.0]], ['2, k, 15', [-0.18656, -1.49557, 1.0]], ['2, k, 16', [-0.0199442, -0.849992, 1.0]], ['2, k, 17', [0.0200566, -1.14675, 1.0]], ['2, k, 18', [-0.000712112, -1.42666, 1.0]], ['2, k, 19', [0.0258933, -1.49719, 1.0]], ['2, k, 20', [-0.0920918, -0.399625, 1.0]], ['2, k, 21', [-0.41964, -0.485333, 1.0]], ['2, k, 22', [-0.371591, -0.476031, 1.0]], ['2, k, 23', [0.272905, -0.477018, 1.0]], ['2, k, 24', [0.195467, -0.474711, 1.0]]]
[['2, k, 0', [-0.101491, -0.857829, 1.0]], ['2, k, 1', [-0.0959833, -0.594564, 1.0]], ['2, k, 2', [-0.0900931, -0.333117, 1.0]], ['2, k, 3', [-0.100798, -0.190457, 1.0]], ['2, k, 4', [-0.271804, -0.383185, 1.0]], ['2, k, 5', [-0.429141, -0.450645, 1.0]], ['2, k, 6', [-0.425821, -0.456905, 1.0]], ['2, k, 7', [-0.426199, -0.463232, 1.0]], ['2, k, 8', [0.0775846, -0.372689, 1.0]], ['2, k, 9', [0.239522, -0.40011, 1.0]], ['2, k, 10', [0.283968, -0.42685, 1.0]], ['2, k, 11', [0.266967, -0.456077, 1.0]], ['2, k, 12', [-0.180551, -0.846563, 1.0]], ['2, k, 13', [-0.21657, -1.16275, 1.0]], ['2, k, 14', [-0.191455, -1.44468, 1.0]], ['2, k, 15', [-0.187556, -1.49318, 1.0]], ['2, k, 16', [-0.0199469, -0.848001, 1.0]], ['2, k, 17', [0.0200452, -1.14664, 1.0]], ['2, k, 18', [-0.001049, -1.42698, 1.0]], ['2, k, 19', [0.0298036, -1.49555, 1.0]], ['2, k, 20', [-0.0916358, -0.398258, 1.0]], ['2, k, 21', [-0.42338, -0.468386, 1.0]], ['2, k, 22', [-0.358135, -0.464793, 1.0]], ['2, k, 23', [0.268515, -0.463505, 1.0]], ['2, k, 24', [0.205324, -0.460966, 1.0]]]
[['2, k, 0', [-0.10095, -0.856077, 1.0]], ['2, k, 1', [-0.0954852, -0.592768, 1.0]], ['2, k, 2', [-0.0896702, -0.331528, 1.0]], ['2, k, 3', [-0.099773, -0.188401, 1.0]], ['2, k, 4', [-0.270473, -0.380296, 1.0]], ['2, k, 5', [-0.425869, -0.443417, 1.0]], ['2, k, 6', [-0.4243, -0.45377, 1.0]], ['2, k, 7', [-0.42581, -0.450527, 1.0]], ['2, k, 8', [0.0781216, -0.369738, 1.0]], ['2, k, 9', [0.248962, -0.397771, 1.0]], ['2, k, 10', [0.26157, -0.429087, 1.0]], ['2, k, 11', [0.265745, -0.443918, 1.0]], ['2, k, 12', [-0.179721, -0.844733, 1.0]], ['2, k, 13', [-0.215855, -1.16304, 1.0]], ['2, k, 14', [-0.193277, -1.44311, 1.0]], ['2, k, 15', [-0.189754, -1.49144, 1.0]], ['2, k, 16', [-0.0196663, -0.846308, 1.0]], ['2, k, 17', [0.0200792, -1.14689, 1.0]], ['2, k, 18', [0.00499043, -1.42392, 1.0]], ['2, k, 19', [-0.002722, -1.47884, 1.0]], ['2, k, 20', [-0.0911923, -0.396599, 1.0]], ['2, k, 21', [-0.417052, -0.459604, 1.0]], ['2, k, 22', [-0.360797, -0.451802, 1.0]], ['2, k, 23', [0.277055, -0.447607, 1.0]], ['2, k, 24', [0.200927, -0.447047, 1.0]]]
[['2, k, 0', [-0.100828, -0.854668, 1.0]], ['2, k, 1', [-0.0952361, -0.591788, 1.0]], ['2, k, 2', [-0.0893539, -0.330961, 1.0]], ['2, k, 3', [-0.0994096, -0.187417, 1.0]], ['2, k, 4', [-0.268944, -0.377455, 1.0]], ['2, k, 5', [-0.420705, -0.432228, 1.0]], ['2, k, 6', [-0.423715, -0.444235, 1.0]], ['2, k, 7', [-0.425492, -0.437211, 1.0]], ['2, k, 8', [0.078152, -0.368331, 1.0]], ['2, k, 9', [0.249002, -0.395453, 1.0]], ['2, k, 10', [0.306592, -0.398281, 1.0]], ['2, k, 11', [0.27736, -0.43037, 1.0]], ['2, k, 12', [-0.179365, -0.843175, 1.0]], ['2, k, 13', [-0.21554, -1.16344, 1.0]], ['2, k, 14', [-0.193941, -1.44162, 1.0]], ['2, k, 15', [-0.190338, -1.48988, 1.0]], ['2, k, 16', [-0.0197579, -0.845063, 1.0]], ['2, k, 17', [0.020075, -1.14721, 1.0]], ['2, k, 18', [0.00189352, -1.42789, 1.0]], ['2, k, 19', [0.0223879, -1.50028, 1.0]], ['2, k, 20', [-0.0908878, -0.395936, 1.0]], ['2, k, 21', [-0.418832, -0.439954, 1.0]], ['2, k, 22', [-0.364433, -0.436275, 1.0]], ['2, k, 23', [0.272505, -0.436068, 1.0]], ['2, k, 24', [0.219521, -0.433547, 1.0]]]
[['2, k, 0', [-0.100301, -0.853828, 1.0]], ['2, k, 1', [-0.0946241, -0.59096, 1.0]], ['2, k, 2', [-0.0886634, -0.330232, 1.0]], ['2, k, 3', [-0.0986143, -0.186209, 1.0]], ['2, k, 4', [-0.267924, -0.374571, 1.0]], ['2, k, 5', [-0.416365, -0.424793, 1.0]], ['2, k, 6', [-0.418676, -0.431458, 1.0]], ['2, k, 7', [-0.42163, -0.423831, 1.0]], ['2, k, 8', [0.0788024, -0.366776, 1.0]], ['2, k, 9', [0.250802, -0.392503, 1.0]], ['2, k, 10', [0.310422, -0.39624, 1.0]], ['2, k, 11', [0.265209, -0.420054, 1.0]], ['2, k, 12', [-0.178797, -0.842386, 1.0]], ['2, k, 13', [-0.215118, -1.16393, 1.0]], ['2, k, 14', [-0.194102, -1.44083, 1.0]], ['2, k, 15', [-0.190408, -1.48902, 1.0]], ['2, k, 16', [-0.0192963, -0.844217, 1.0]], ['2, k, 17', [0.0202255, -1.14726, 1.0]], ['2, k, 18', [0.00646248, -1.42532, 1.0]], ['2, k, 19', [-0.000279215, -1.48019, 1.0]], ['2, k, 20', [-0.0902159, -0.395174, 1.0]], ['2, k, 21', [-0.410297, -0.430048, 1.0]], ['2, k, 22', [-0.356026, -0.423877, 1.0]], ['2, k, 23', [0.210798, -0.427094, 1.0]], ['2, k, 24', [0.180505, -0.423612, 1.0]]]
[['2, k, 0', [-0.0997499, -0.852687, 1.0]], ['2, k, 1', [-0.0941567, -0.589926, 1.0]], ['2, k, 2', [-0.0882683, -0.329372, 1.0]], ['2, k, 3', [-0.0971721, -0.184881, 1.0]], ['2, k, 4', [-0.266929, -0.372113, 1.0]], ['2, k, 5', [-0.412818, -0.421806, 1.0]], ['2, k, 6', [-0.415712, -0.408061, 1.0]], ['2, k, 7', [-0.419626, -0.41173, 1.0]], ['2, k, 8', [0.0799721, -0.363975, 1.0]], ['2, k, 9', [0.250725, -0.386357, 1.0]], ['2, k, 10', [0.258558, -0.404466, 1.0]], ['2, k, 11', [0.269649, -0.408815, 1.0]], ['2, k, 12', [-0.178104, -0.841266, 1.0]], ['2, k, 13', [-0.214753, -1.16379, 1.0]], ['2, k, 14', [-0.194329, -1.43962, 1.0]], ['2, k, 15', [-0.190612, -1.48787, 1.0]], ['2, k, 16', [-0.0188866, -0.843072, 1.0]], ['2, k, 17', [0.0199607, -1.14767, 1.0]], ['2, k, 18', [4.93837e-05, -1.43266, 1.0]], ['2, k, 19', [0.0250008, -1.50248, 1.0]], ['2, k, 20', [-0.0898034, -0.394266, 1.0]], ['2, k, 21', [-0.419098, -0.411484, 1.0]], ['2, k, 22', [-0.355788, -0.413711, 1.0]], ['2, k, 23', [0.280695, -0.411958, 1.0]], ['2, k, 24', [0.194996, -0.412956, 1.0]]]
[['2, k, 0', [-0.0988741, -0.851476, 1.0]], ['2, k, 1', [-0.0935158, -0.588996, 1.0]], ['2, k, 2', [-0.0878287, -0.328746, 1.0]], ['2, k, 3', [-0.0966265, -0.184013, 1.0]], ['2, k, 4', [-0.266286, -0.369116, 1.0]], ['2, k, 5', [-0.408941, -0.416167, 1.0]], ['2, k, 6', [-0.368024, -0.40804, 1.0]], ['2, k, 7', [-0.413227, -0.400274, 1.0]], ['2, k, 8', [0.0810714, -0.362357, 1.0]], ['2, k, 9', [0.255571, -0.38096, 1.0]], ['2, k, 10', [0.259635, -0.396852, 1.0]], ['2, k, 11', [0.266927, -0.397644, 1.0]], ['2, k, 12', [-0.177333, -0.840232, 1.0]], ['2, k, 13', [-0.214585, -1.16335, 1.0]], ['2, k, 14', [-0.194542, -1.43857, 1.0]], ['2, k, 15', [-0.190744, -1.4867, 1.0]], ['2, k, 16', [-0.0179405, -0.841729, 1.0]], ['2, k, 17', [0.0201448, -1.14784, 1.0]], ['2, k, 18', [-4.11887e-05, -1.4327, 1.0]], ['2, k, 19', [0.0250028, -1.50202, 1.0]], ['2, k, 20', [-0.0893164, -0.393563, 1.0]], ['2, k, 21', [-0.425577, -0.390229, 1.0]], ['2, k, 22', [-0.340667, -0.402768, 1.0]], ['2, k, 23', [0.279699, -0.401602, 1.0]], ['2, k, 24', [0.189542, -0.402041, 1.0]]]
[['2, k, 0', [-0.0985313, -0.850395, 1.0]], ['2, k, 1', [-0.0930699, -0.588018, 1.0]], ['2, k, 2', [-0.0872719, -0.327891, 1.0]], ['2, k, 3', [-0.0960126, -0.182909, 1.0]], ['2, k, 4', [-0.265107, -0.365664, 1.0]], ['2, k, 5', [-0.403197, -0.41172, 1.0]], ['2, k, 6', [-0.327751, -0.402901, 1.0]], ['2, k, 7', [-0.387045, -0.389293, 1.0]], ['2, k, 8', [0.0830989, -0.359624, 1.0]], ['2, k, 9', [0.2563, -0.376131, 1.0]], ['2, k, 10', [0.263743, -0.386429, 1.0]], ['2, k, 11', [0.275511, -0.388234, 1.0]], ['2, k, 12', [-0.17702, -0.838935, 1.0]], ['2, k, 13', [-0.214333, -1.16312, 1.0]], ['2, k, 14', [-0.195176, -1.43743, 1.0]], ['2, k, 15', [-0.191643, -1.4854, 1.0]], ['2, k, 16', [-0.0175889, -0.840868, 1.0]], ['2, k, 17', [0.0202595, -1.14774, 1.0]], ['2, k, 18', [-0.000765312, -1.43267, 1.0]], ['2, k, 19', [0.025344, -1.50115, 1.0]], ['2, k, 20', [-0.0887883, -0.392675, 1.0]], ['2, k, 21', [-0.40407, -0.393666, 1.0]], ['2, k, 22', [-0.305519, -0.392143, 1.0]], ['2, k, 23', [0.28464, -0.387159, 1.0]], ['2, k, 24', [0.222823, -0.39113, 1.0]]]
[['2, k, 0', [-0.0976988, -0.84986, 1.0]], ['2, k, 1', [-0.0923572, -0.587429, 1.0]], ['2, k, 2', [-0.0866724, -0.327294, 1.0]], ['2, k, 3', [-0.0954909, -0.182271, 1.0]], ['2, k, 4', [-0.263438, -0.363255, 1.0]], ['2, k, 5', [-0.393351, -0.400228, 1.0]], ['2, k, 6', [-0.325791, -0.395214, 1.0]], ['2, k, 7', [-0.389088, -0.378976, 1.0]], ['2, k, 8', [0.083592, -0.358403, 1.0]], ['2, k, 9', [0.250825, -0.370608, 1.0]], ['2, k, 10', [0.302704, -0.357427, 1.0]], ['2, k, 11', [0.276316, -0.378753, 1.0]], ['2, k, 12', [-0.17604, -0.838394, 1.0]], ['2, k, 13', [-0.214075, -1.1629, 1.0]], ['2, k, 14', [-0.197247, -1.4189, 1.0]], ['2, k, 15', [-0.193611, -1.46728, 1.0]], ['2, k, 16', [-0.0168668, -0.840332, 1.0]], ['2, k, 17', [0.0208371, -1.14814, 1.0]], ['2, k, 18', [0.00383806, -1.42628, 1.0]], ['2, k, 19', [-0.00302304, -1.48051, 1.0]], ['2, k, 20', [-0.0881604, -0.392075, 1.0]], ['2, k, 21', [-0.396273, -0.383077, 1.0]], ['2, k, 22', [-0.303773, -0.382773, 1.0]], ['2, k, 23', [0.246719, -0.383335, 1.0]], ['2, k, 24', [0.197503, -0.379386, 1.0]]]
[['2, k, 0', [-0.096863, -0.848962, 1.0]], ['2, k, 1', [-0.0914342, -0.586627, 1.0]], ['2, k, 2', [-0.0856711, -0.326633, 1.0]], ['2, k, 3', [-0.0950266, -0.181854, 1.0]], ['2, k, 4', [-0.261891, -0.360305, 1.0]], ['2, k, 5', [-0.39214, -0.396984, 1.0]], ['2, k, 6', [-0.316529, -0.389112, 1.0]], ['2, k, 7', [-0.384126, -0.370119, 1.0]], ['2, k, 8', [0.0852039, -0.353973, 1.0]], ['2, k, 9', [0.247676, -0.367186, 1.0]], ['2, k, 10', [0.258629, -0.368496, 1.0]], ['2, k, 11', [0.273361, -0.371192, 1.0]], ['2, k, 12', [-0.174981, -0.837374, 1.0]], ['2, k, 13', [-0.213407, -1.16354, 1.0]], ['2, k, 14', [-0.197109, -1.41871, 1.0]], ['2, k, 15', [-0.193394, -1.46714, 1.0]], ['2, k, 16', [-0.0162542, -0.839586, 1.0]], ['2, k, 17', [0.021106, -1.14791, 1.0]], ['2, k, 18', [0.00164236, -1.42701, 1.0]], ['2, k, 19', [0.0241755, -1.49851, 1.0]], ['2, k, 20', [-0.0871775, -0.391374, 1.0]], ['2, k, 21', [-0.400243, -0.375417, 1.0]], ['2, k, 22', [-0.303988, -0.37486, 1.0]], ['2, k, 23', [0.286877, -0.371204, 1.0]], ['2, k, 24', [0.195238, -0.374357, 1.0]]]
[['2, k, 0', [-0.0958515, -0.849262, 1.0]], ['2, k, 1', [-0.0908362, -0.586482, 1.0]], ['2, k, 2', [-0.0852187, -0.326111, 1.0]], ['2, k, 3', [-0.0943649, -0.181166, 1.0]], ['2, k, 4', [-0.262698, -0.36216, 1.0]], ['2, k, 5', [-0.38484, -0.386162, 1.0]], ['2, k, 6', [-0.35315, -0.373487, 1.0]], ['2, k, 7', [-0.401246, -0.360669, 1.0]], ['2, k, 8', [0.0842193, -0.357573, 1.0]], ['2, k, 9', [0.255744, -0.36024, 1.0]], ['2, k, 10', [0.261173, -0.368925, 1.0]], ['2, k, 11', [0.270261, -0.363264, 1.0]], ['2, k, 12', [-0.174188, -0.83775, 1.0]], ['2, k, 13', [-0.212169, -1.16423, 1.0]], ['2, k, 14', [-0.196524, -1.41977, 1.0]], ['2, k, 15', [-0.193303, -1.46827, 1.0]], ['2, k, 16', [-0.0150211, -0.839805, 1.0]], ['2, k, 17', [0.0217332, -1.14789, 1.0]], ['2, k, 18', [0.0016705, -1.42724, 1.0]], ['2, k, 19', [0.023756, -1.49899, 1.0]], ['2, k, 20', [-0.0867026, -0.39096, 1.0]], ['2, k, 21', [-0.414227, -0.358323, 1.0]], ['2, k, 22', [-0.319845, -0.366018, 1.0]], ['2, k, 23', [0.27901, -0.364709, 1.0]], ['2, k, 24', [0.189569, -0.365815, 1.0]]]
[['2, k, 0', [-0.0946787, -0.847543, 1.0]], ['2, k, 1', [-0.0895311, -0.584947, 1.0]], ['2, k, 2', [-0.083849, -0.324789, 1.0]], ['2, k, 3', [-0.0940489, -0.180671, 1.0]], ['2, k, 4', [-0.259193, -0.352796, 1.0]], ['2, k, 5', [-0.380179, -0.377644, 1.0]], ['2, k, 6', [-0.350894, -0.368612, 1.0]], ['2, k, 7', [-0.399851, -0.350514, 1.0]], ['2, k, 8', [0.0854722, -0.353685, 1.0]], ['2, k, 9', [0.262457, -0.353241, 1.0]], ['2, k, 10', [0.24348, -0.375654, 1.0]], ['2, k, 11', [0.270473, -0.355187, 1.0]], ['2, k, 12', [-0.173096, -0.835965, 1.0]], ['2, k, 13', [-0.2119, -1.164, 1.0]], ['2, k, 14', [-0.195695, -1.42007, 1.0]], ['2, k, 15', [-0.192151, -1.46868, 1.0]], ['2, k, 16', [-0.0138193, -0.83819, 1.0]], ['2, k, 17', [0.0218909, -1.14768, 1.0]], ['2, k, 18', [0.00518497, -1.42615, 1.0]], ['2, k, 19', [-0.00155189, -1.48035, 1.0]], ['2, k, 20', [-0.0853431, -0.389577, 1.0]], ['2, k, 21', [-0.404838, -0.350724, 1.0]], ['2, k, 22', [-0.319827, -0.355395, 1.0]], ['2, k, 23', [0.280388, -0.357649, 1.0]], ['2, k, 24', [0.189223, -0.358758, 1.0]]]
[['2, k, 0', [-0.0942971, -0.847091, 1.0]], ['2, k, 1', [-0.0889315, -0.58413, 1.0]], ['2, k, 2', [-0.0830338, -0.323551, 1.0]], ['2, k, 3', [-0.0936315, -0.180466, 1.0]], ['2, k, 4', [-0.255517, -0.353438, 1.0]], ['2, k, 5', [-0.371779, -0.367795, 1.0]], ['2, k, 6', [-0.340701, -0.360703, 1.0]], ['2, k, 7', [-0.392364, -0.341617, 1.0]], ['2, k, 8', [0.0853766, -0.352533, 1.0]], ['2, k, 9', [0.246472, -0.350127, 1.0]], ['2, k, 10', [0.260146, -0.352708, 1.0]], ['2, k, 11', [0.275244, -0.348922, 1.0]], ['2, k, 12', [-0.172871, -0.83555, 1.0]], ['2, k, 13', [-0.21157, -1.16366, 1.0]], ['2, k, 14', [-0.1957, -1.41951, 1.0]], ['2, k, 15', [-0.191611, -1.46814, 1.0]], ['2, k, 16', [-0.0132496, -0.837685, 1.0]], ['2, k, 17', [0.022384, -1.14812, 1.0]], ['2, k, 18', [0.00326365, -1.42943, 1.0]], ['2, k, 19', [0.0250548, -1.5012, 1.0]], ['2, k, 20', [-0.0845803, -0.388443, 1.0]], ['2, k, 21', [-0.408446, -0.341077, 1.0]], ['2, k, 22', [-0.313588, -0.347981, 1.0]], ['2, k, 23', [0.291147, -0.347412, 1.0]], ['2, k, 24', [0.200321, -0.351901, 1.0]]]
[['2, k, 0', [-0.0940145, -0.846628, 1.0]], ['2, k, 1', [-0.0882559, -0.583067, 1.0]], ['2, k, 2', [-0.0818231, -0.321661, 1.0]], ['2, k, 3', [-0.0932549, -0.179931, 1.0]], ['2, k, 4', [-0.253716, -0.350898, 1.0]], ['2, k, 5', [-0.370457, -0.364165, 1.0]], ['2, k, 6', [-0.341927, -0.354928, 1.0]], ['2, k, 7', [-0.390453, -0.334004, 1.0]], ['2, k, 8', [0.0857058, -0.350929, 1.0]], ['2, k, 9', [0.2462, -0.349812, 1.0]], ['2, k, 10', [0.305173, -0.321689, 1.0]], ['2, k, 11', [0.285265, -0.341467, 1.0]], ['2, k, 12', [-0.172644, -0.834805, 1.0]], ['2, k, 13', [-0.211264, -1.16391, 1.0]], ['2, k, 14', [-0.19369, -1.4215, 1.0]], ['2, k, 15', [-0.189006, -1.47076, 1.0]], ['2, k, 16', [-0.0129579, -0.837419, 1.0]], ['2, k, 17', [0.022479, -1.14819, 1.0]], ['2, k, 18', [0.00278451, -1.42977, 1.0]], ['2, k, 19', [0.0278898, -1.50038, 1.0]], ['2, k, 20', [-0.0835144, -0.386772, 1.0]], ['2, k, 21', [-0.403369, -0.335861, 1.0]], ['2, k, 22', [-0.315203, -0.340881, 1.0]], ['2, k, 23', [0.285469, -0.343915, 1.0]], ['2, k, 24', [0.210184, -0.343841, 1.0]]]
